时间,博文id,用户,用户id,评论,转发,点赞,博文,情感分数
2020年01月26日 17:57,4465042810309662,反吃瓜联盟,6067819454,7,23,48,"
                    加州橙县发现新冠肺炎病例。患者有中国武汉旅行史，在等待确诊期间一直在家自我隔离，疾控中心也为他/她提供了隔离指导。患者现已被送往本地医院隔离病房，情况稳定。疾控中心现在正在联系所有和患者接触过的人，并对其进行观察和检测。疾控中心的指南中指出，如果只是简单的接触（casual contact），感染的几率比较小。目前没有任何证据说明该病患在橙县有人与人之间的传播，本地传染的概率也很低。加州的居民不要慌 收起全文d
                ",-2.0
2020年01月26日 17:56,4465042697450612,我是秋天的一颗树,6471220164,0,0,1,"
                    #全国确诊新型肺炎病例# 一切困难都不能将中国人打败#万众一心抗击新冠肺炎# 武汉加油，全国人民加油，抵抗病毒刻不容缓 2吴忠 ​                ",-3
2020年01月26日 17:56,4465042688455283,格桑桑春,3592142051,2,1,3,"
                    如果假期不延长，这么多防控措施都白干了，这是目前重中之重，迫在眉睫之事，上班族都是要养家还房贷的，冒生命危险已不会停止上班。#凤凰新闻#分享凤凰新闻：网友：能否延长假期、推迟开学？目前仍处于新冠肺炎的初发阶段，2-3个潜伏期后才可能有回落趋势 O网友：能否延长假期、推迟开学？目前仍处于新冠肺炎的初发阶段，2-3个潜伏期后才可能有回落趋势 ​                ",-4.0
2020年01月26日 17:56,4465042630607620,儋州航不浪传媒,5232620329,0,1,2,"
                    #倡议书# #武汉新型肺炎防治倡议# #新冠肺炎9大倡议# 抗击疫情#抗击新型肺炎我们在行动# #万众一心抗击新冠肺炎# #抗击新型肺炎# ·倡议 | 海南新媒体联盟致全省自媒体小伙伴的倡议书海南自媒体的小伙伴：　　近期，全国多地发生新型冠状病毒感染的肺炎疫情。1月25日，我省启动重大突发公共卫生事件一级响应。根据响应要求，做好严防疫情传播、开展群防群控、规范信息发布、维护社会稳定等工作，刻不容缓。作为海南新媒体联盟，我们有责任在这特殊时期主动作为，引领和倡议全省新媒体、自媒体不信谣、不传谣，为打赢这一场没有硝烟的战争让出真实的信息通道!特向全省媒体、自媒体小伙伴们和网友发出以下倡议：　　1、防控疫情，我们每个人都责无旁贷。　　2、做“防控疫情”的网络建设者，通过互联网积极参与防控疫情，保护自己，对他人负责，科学合理安排生活，主动向家人、亲友传递正确、官方的疫情、防疫信息。　　3、做“防控疫情”的网络践行者，相信科学、甄别谣言、不信谣、不传谣。　　4、做“防控疫情”的网络守护者，识大体、明大理、顾大局，不盲目跟风、不哗众取宠，不随意传播非官方渠道发布的疫情相关的信息，自觉抵制、反驳网络上的不科学、不文明言论。　　让我们迅速行动起来，齐心协力，迎难而上，共克时艰，以实际行动全力贯彻落实省委省政府的部署要求，坚决打赢防控新型冠状病毒肺炎疫情攻坚战!　　海南新媒体联盟　　2020年1月26日 收起全文d
                ",17.0
2020年01月26日 17:56,4465042617288183,淇河晨报,2514256341,3,1,7,"
                    #关注鹤壁新冠肺炎防控#【鹤壁一网民因故意散布虚假疫情被公安机关行拘7日】1月25日18时，鹤壁网民王某超在百度贴吧鹤壁吧发帖，称“湖北鄂州，15号刚回来，目前没事逛逛爱之城，目前只感冒”。该贴文引起多个网民担心和举报。鹤壁市公安局网警部门经过调查，依法对网民王某超进行了传唤，王某超承认其近期既没有到过湖北，也没有感冒发烧，对其故意扰乱网络秩序的行为供认不讳。正值全社会抗击新型肺炎疫情的关键时期，故意散布疫情扰乱社会秩序，其触犯了《治安处罚法》第二十五条第一款规定，淇滨公安分局依法对其作出了行政拘留7日的处罚。鹤壁网警重申，广大网民在关注疫情发展和强化防范措施的同时，务必仔细甄别虚假信息，不信谣、不传谣，共同维护好社会秩序。网络不是法外之地，对于蓄意 编造、散布疫情谣言，扰乱公共秩序的行为，公安机关将依法予以打击。（鹤壁网警） 收起全文d
                ",1.0
2020年01月26日 17:56,4465042613090062,白水法院,3695637705,0,5,13,"
                    #万众一心抗击新冠肺炎#【警惕！境外势力造谣肺炎疫情，网民揭露曝光真相！】疫情爆发以来，一些藏身境外怀着祸心的组织，还有外部干涉势力的暗影浮现出来，舆论场才是他们的真正战场。他们把精心生产出的谣言、画面、视频，放到网上，发给西方媒体，造谣传谣，扰乱视听……#我愿意为你守护#万众一心！百毒不侵！病毒可怕！人心不稳更可怕！武汉加油！中国加油！#武汉未来3天或将开放5000张床位#  O警惕！境外势力造谣肺炎疫情，网民揭露曝光真相！ 收起全文d
                ",-9.5
2020年01月27日 03:59,4465194333807598,广州新闻电台FM962,1752863270,0,1,1,"
                    #新冠肺炎最新动态# 【最新：#全国新冠肺炎确诊超2000例# 愿数字不再增加！】据1月26日23时前各省区卫健委发布的最新数据，目前全国新型冠状病毒感染的肺炎病例2067例。好消息是，已有近50人治愈出院，新型冠状病毒疫苗开始研发。期待新的一天有更多好消息！ ​​​                ",9.0
2020年01月27日 03:58,4465194271010354,小娃娃呦,5625221314,0,0,0,"
                    做梦梦到新冠肺炎已经得到控制，每一个人回到自己的原点，每天做着自己的事情。梦想成真吧。 ​                ",1
2020年01月27日 03:58,4465194233021508,有墨时代,7351004381,0,0,0,"
                    从当前新冠肺炎的数据看，死亡率在快速降低。 ​                ",-1
2020年01月27日 03:56,4465193721993891,新冠防线,7379278315,0,0,0,"
                    #新冠肺炎##直击武汉# 26日晚，湖北省人民政府新闻办公室就新型冠状病毒感染的肺炎疫情防控工作召开新闻发布会。湖北省长王晓东表示，新型冠状病毒肺炎疫情发生以后，让党中央和全国人民揪心，我们感到非常痛心，非常内疚，也非常自责。1月26日晚，湖北省人民政府新闻办公室就新型冠状病毒感染的肺炎疫情防控工作召开新闻发布会。武汉市长周先旺表示，因为春节和疫情的影响，目前有500多万人离开武汉，还有900万人留在城里。武汉市市长周先旺... O湖北省长：对疫情感到非常痛心内疚自责 收起全文d
                ",-17.0
2020年01月27日 03:55,4465193343749591,-首字母,6975875764,0,0,0,"
                    跟我妈辩论新冠肺炎的传播途径。她说她接触过武汉回来的人(没事)，当然她自己防护到位显然也没事，但有可能把病毒携带给我(意思大概是病毒会间接传播)。我反驳她说，如果你没事，那个武汉人也没事，那我应该也不会有事。她举了个鼠疫的例子。说老鼠身上有各种各样的病菌，但是老鼠没事，人有事。这让我联想到此次传播源是蝙蝠，但是蝙蝠自身不会被病毒侵害，却会通过人体传播。我开始动摇，于是搜集了鼠疫的起源发展状况。了解完鼠疫的发展过程和传播途径以后。我仍然坚持自己的看法，病毒在人体之间的传播，更多是通过飞沫传播，因此人们要隔离，要带口罩。这是早前伍连德在东北鼠疫中提出并使其得到控制的实践真知。即使是有潜伏期，倘若从武汉回来的那个人在潜伏期内没有任何问题，那么接触他的人应该也不会有什么问题，更别提通过接触过他的人把病菌带给第三人。一般来说，病毒离开人体不能存活，妈妈所说的她自己没问题但可能会通过衣服等把病菌带回来给我是不科学的br/>但是也不得不谨慎的是，口罩真的不能乱扔，因为口罩里的飞沫可能携带病菌，成为更大的传染源。 收起全文d
                ",8.0
2020年01月27日 03:54,4465193201213677,苏家筱默-0712,5676400852,0,0,0,"
                    都说了要保护野生动物，可你们为什么还要吃野味？03年的非典还不能让你们吸取教训吗？为什么你们犯的错，要全国人来背？乃至全世界的人来背？你们生病了，为什么不好好接受治疗？还要东跑西跑？为什么要去伤害无辜的人？#全国确诊新型肺炎病例##华南海鲜市场存在大量新冠病毒# ​                ",1.0
2020年01月27日 03:47,4465191275910422,Jc_jcli,1745905113,4,0,0,"
                    请武汉的朋友别到处跑了，看孩子，等疫情过了也行。来美国的华人一定要自我隔离2个星期😷#万众一心抗击新冠肺炎# ​                ",0
2020年01月27日 03:46,4465191184219666,月鳞SukunamiRin,6502013583,11,0,1,"
                    半夜热醒出了一身汗。之前一直徘徊在37.2上下的体温终于彻底退下去了，现在36.2。感天动地，喜极而泣。现在就只担心被医生确诊但没有试剂确诊新冠肺炎的正在住院的外婆，还有发烧在家里自己隔离的舅舅舅妈和弟弟了……以及希望在医院照顾外婆的三姨也能平平安安不要被传染。（附上外婆ct报告免得被质疑 ​                ",-4
2020年01月27日 03:37,4465188906801983,刘太太的男人,2157918733,0,1,12,"
                    #新冠肺炎最新动态# 【最新：#全国新冠肺炎确诊超2000例# 愿数字不再增加！】据1月26日23时前各省区卫健委发布的最新数据，目前全国新型冠状病毒感染的肺炎病例2067例。好消息是，已有近50人治愈出院，新型冠状病毒疫苗开始研发。期待新的一天有更多好消息！ ​​​​ @人民网 PS：河南的病例数量在短短几天排在全球疫情确认病例人数的第三名，其中#南阳疫情#排在河南省第三位，我们经不起这种庞大的数据，我们只是一个农业大省，除了广阔的田地，我们什么都落后，虽然我们有一个好省长，但是我们后续也需要国家更多的关注，河南帮武汉分担了很多的疫情人数。 收起全文d
                ",12.0
2020年01月27日 03:36,4465188680050614,喜洋洋传奇,1136358274,0,0,0,"
                    //分享网易新闻:《医生详述新冠肺炎治疗过程:绝大部分病人都能治愈》 O医生详述新冠肺炎治疗过程:绝大部分病人都能治愈 @网易新闻客户端 #网易新闻# ​                ",2
2020年01月27日 03:35,4465188314952365,义勇军--鬼谷子,5370547595,50,23,92,"
                    武汉父母强行带疑染新型肺炎孩子离境被捕 L世面的秒拍视频 ​                ",-1
2020年01月27日 03:34,4465188101542333,银河系的木鱼石,1130826657,0,0,0,"
                    自1月6日开始到17日，武汉新冠肺炎12天未报告一例新增病例，并在较长时间内一直强调“未发现明确的人传人的证据”，在相当程度上导致社会各界缺乏警惕、疏于防护。 O武汉12天新增病例空窗期之谜 ​                ",-2
2020年01月27日 03:33,4465187861960006,腥闻人,5539094363,174,33,165,"
                    【武汉父母强行带疑染新型肺炎孩子离境被捕】1月25日，父母带疑感染新冠病毒的孩子在马来西亚士乃机场试图离境，被警方逮捕。一家三口来自武汉，2岁孩子出现新冠肺炎症状，医院要求其隔离检查，但父母称要搭次日航班飞往广州，带孩子从医院逃走。医院报警后，三人在机场被捕。  L世面的秒拍视频 ​                ",-6
2020年01月27日 03:31,4465187455156294,问境-,5763069683,1,0,1,"
                    《全国确诊新冠肺炎病例超2000，浙江成第2个超100人省份》O网页链接🙏🙏🙏#每日一善# ​                ",3.0
2020年01月27日 03:31,4465187362768943,手机用户2838608161,2838608161,0,0,0,"
                    #武汉加油 #新型冠状病毒 誓师出征！湖北航天医院全力抗击新冠肺炎疫情！#记录世界 记录你# L中国航天科工的快手视频 ​                ",1
2020年01月27日 03:29,4465186813080265,网球迷飞飞,1952645053,0,0,0,"
                    【澎湃新闻：北京确诊一名年龄9个月多的女婴感染新冠肺炎病例】O北京确诊一名年龄9个月多的女婴感染新冠肺炎病例 (分享自@澎湃新闻，澎湃APP下载>> O澎湃新闻 ) ​                ",-6.0
2020年01月27日 03:26,4465186172141723,最海口融媒,6582946874,0,1,2,"
                    【2020年春节假期延长至2月2日】国务院办公厅27日发布关于延长2020年春节假期的通知。经国务院批准，为加强新型冠状病毒感染的肺炎疫情防控工作，有效减少人员聚集，阻断疫情传播，更好保障人民群众生命和身体健康，现将延长2020 年春节假期的具体安排通知如下：一、延长2020年春节假期至2月2日（农历正月初九，星期日），2月3日（星期一）起正常上班。二、各地大专院校、中小学、幼儿园推迟开学，具体时间由教育部门另行通知。三、因疫情防控不能休假的职工，应根据《中华人民共和国劳动法》规定安排补休，未休假期的工资报酬应按照有关政策保障落实。 #抗击新冠肺炎海南动态# 收起全文d
                ",5
2020年01月27日 03:25,4465185743724788,那抹小阳光,1839189635,9,0,0,"
                    #万众一心抗击新冠肺炎##9个月婴儿新型肺炎病例# 夜半醒来，翻了一圈微博感觉更难睡着～儿子前天下雨有点受凉，咳嗽了 2厦门 ​                ",0
2020年01月27日 03:21,4465184901034947,新京报我们视频,6124642021,1685,203,9512,"
                    【国务院：#春节假期延长至2月2日# 高校中小学幼儿园推迟开学】1月27日，国务院办公厅通知，受新冠肺炎影响，2020年春节假期延长至2月2日。通知要求，各地大专院校、中小学、幼儿园推迟开学，具体时间由教育部门另行通知。因疫情防控不能休假的职工应安排补休，未休假期的工资报酬按照有关政策保障落实。#聚焦新型肺炎# L新京报我们视频的秒拍视频 收起全文d
                ",2
2020年01月27日 03:20,4465184678734416,你们的墙墙,6369072262,0,3,35,"
                    一切都会好起来的，武汉加油！#一起为武汉加油##万众一心抗击新冠肺炎##方城一高校友为武汉加油# L方城一高校友墙的微博视频 ​                ",2
2020年01月27日 03:16,4465183638216784,廊坊本地通,5102517552,0,0,1,"
                    #新冠肺炎最新动态# 【最新：#全国新冠肺炎确诊超2000例# 愿数字不再增加！】据1月26日23时前各省区卫健委发布的最新数据，目前全国新型冠状病毒感染的肺炎病例2067例。好消息是，已有近50人治愈出院，新型冠状病毒疫苗开始研发。期待新的一天有更多好消息！ ​​​                ",9.0
2020年01月27日 03:16,4465183487073176,想想未来8888,5872853494,0,0,0,"
                    #腾讯新闻# 江西发布新冠肺炎中医药防治方案！互相转告O江西发布新冠肺炎中医药防治方案！互相转告 来自@腾讯新闻 ​                ",0
2020年01月27日 03:15,4465183411996187,五哥洪家林,2021996985,0,0,0,"
                    【重磅！发热咳嗽非新冠肺炎唯一首发症状！】武汉大学人民医院新冠肺炎患者识别“升级版” 1月24日发布，提醒医护人员及公众，高度警惕以非呼吸系统症状为首发症状的隐形传染源，发热咳嗽并非新型肺炎的唯一首发症状。迄今已发现多个“不典型”病例中，一45岁男性患者就诊时无发烧、咳嗽等呼吸系统典型症状。仅以与疑诊或确诊新型冠状病毒肺炎患者的接触后，新近出现的消化系统症状为首发表现：如轻度纳差（食量减少）、乏力、精神差、恶心呕吐、腹泻等；以神经系统症状为首发表现：如头痛；以心血管系统症状为首发表现：如心慌、胸闷等；以眼科症状为首发表现：如结膜炎；仅有轻度四肢或腰背部肌肉酸痛。专家提醒， 公众来要意识到“早预防、早发现、早诊断、早新冠肺炎的关键。 收起全文d
                ",-8.0
2020年01月27日 03:11,4465182212457011,生活在蒙城_魁北克蒙特利尔华人,2591290681,0,0,5,"
                    【加拿大当局查找确诊新冠患者同机CZ311乘客】加拿大首例新冠肺炎患者是一名50多岁男子，他于1月22日周三乘广州飞多伦多的CZ311航班抵达。加拿大卫生官员于周六下午公布了确诊的消息... 详讯 O网页链接 ​                ",0
2020年01月27日 03:09,4465181927633293,o0云希0o,5058686172,0,0,0,"
                    #除夕夜的最美逆行#中国人民解放军陆军军医大学第二附属医院(重庆新桥医院），海军军医大学第二附属医院，抗#武汉# 新冠肺炎医疗队已经在路上。#中国军人# 最可敬可爱的人，平安凯旋！  Auther:下午茶2599 ​                ",6.0
2020年01月27日 03:02,4465180181908587,桂林生活网官方微博,2166917253,0,0,1,"
                    #聚焦新型肺炎##万众一心抗击新冠肺炎# 【向武汉集结！】转起！致敬！#武汉平安# L央视新闻的微博视频 ​​​                ",4
2020年01月27日 02:59,4465179268159774,别给我让座,2260609364,0,0,1,"
                    #万众一心抗击新冠肺炎# 国内的疫情情况应该来说全球都知道 甚至被外媒添油加醋夸大描述 我现在很理解湖北和武汉的朋友的心情 为什么呢 因为在这里 因为长了一副中国面孔 进地铁有可能附近的人会弹开 去买东西一个店家会拿袖子捂住鼻子说Chinese 本就因为不是欧美面孔而在公众场合经常被不明注视 如今更多了一些除了注视以外的远离和捂口鼻行为 就像国内现在看见“鄂”车牌一样 就像知道你在湖北 在过湖北一样 不是所有武汉人都生病了 不是所有湖北人都生病了 不是所有中国人都生病了 我们很好 湖北会好 武汉会好 #抗击新型肺炎我们在行动# 2俄罗斯联邦·莫斯科 收起全文d
                ",5.0
2020年01月27日 02:57,4465178760172766,爱笑的微凉微微,6396341734,0,0,0,"
                    《抗击新冠肺炎直击：80后药房上市公司总裁的5天朋友圈全程记录》1982年出生的她，英国利兹大学硕士毕业，2008年加入老百姓，2019年起担任这家上市公司的执行总裁。O网页链接 ​                ",0
2020年01月27日 02:57,4465178760170037,杨筱薇baby,5130800086,2,0,18,"
                    #抗击新型肺炎我们在行动# 如果这场疫情放过了人类，今后也请人类放过任何动物！万物皆有灵，有因必有果！心存敬畏，行有所止！万法皆空，因果不空，因果报应，如影随形……🙏🙏🙏#华南海鲜市场存在大量新冠病毒# 2日照 ​                ",4
2020年01月27日 02:56,4465178626637488,IvanKong021,1765423610,0,0,2,"
                    近日特殊时期，每时每刻都在刷微博关注新冠肺炎。发现两种人，一种是认真严谨地说着假话而不自知，一种是胡乱随意地说着废话而自己生气。 ​                ",-2
2020年01月27日 02:56,4465178509306457,锦绣河山199912,7209657223,0,0,0,"
                    【要闻】疫情防控正处于关键时期，决不能有丝毫麻痹丝毫放松！尹力主持召开全省新冠肺炎疫情防控工作会议 O【要闻】疫情防控正处于关键时期，决不能有丝毫麻痹丝毫放松！尹力主持召开全省新冠肺炎疫情防控工作会议 ​                ",-2
2020年01月27日 02:56,4465178446034884,香港商報網,1847123567,6,5,28,"
                    【香港新增一宗新型冠状病毒肺炎确诊个案】香港卫生署及医院管理局昨日下午就新型冠状病毒感染个案的最新情况举行简报会。卫生署卫生防护中心传染病处主任张竹君医生和医院管理局质素及安全总监钟健礼医生出席。截至昨日，香港新增1宗感染新冠肺炎确诊个案，新增77宗怀疑个案，107人留院隔离。目前，香港有6宗输入的新型冠状病毒感染确诊个案。 收起全文d
                ",0
2020年01月27日 02:55,4465178374901413,413Cherry,2877162214,0,0,0,"
                    #华南海鲜市场存在大量新冠病毒# 吃野味的请全部得肺炎死去。老天开眼啦 ​                ",0
2020年01月27日 02:52,4465177670107677,爱笑的微凉微微,6396341734,0,0,0,"
                    《已治愈34例！专家组副组长感染新冠肺炎竟在家治愈，他这么做到的》轻症患者我们建议在家隔离服药治疗，治疗效果和到医院打针是一样的，而且在家治疗休息好、伙食好，更利于这个病的康复。O网页链接 ​                ",6
2020年01月27日 02:51,4465177363327726,懒懒_cc,1564011024,2,0,0,"
                    最近的新冠肺炎闹的人心惶惶，家里有两个猪宝宝，每天都在担心她们，之前一月中旬带出门几次，谁知有没有和病毒携带者擦肩而过，只希望家人都平平安安，还有美好的生活等着过呢，老天保佑🙏 ​                ",2
2020年01月27日 02:50,4465177128359913,美芳傲骨,5706523324,0,0,0,"
                    全球看武汉｜新冠肺炎疫苗还要多久能上市 O全球看武汉｜新冠肺炎疫苗还要多久能上市 ​                ",4.0
2020年01月27日 02:50,4465177003093195,薛之九,5674276227,0,0,0,"
                    『专家组副组长感染新冠肺炎竟在家里治愈了，他是这么做到的』O专家组副组长感染新冠肺炎竟在家里治愈了，他是这么做到的 ​                ",0
2020年01月27日 02:49,4465176780693411,Demon_heng,6991585276,1,0,2,"
                    希望肺炎早日研制出来疫苗保佑我一家平平安安🙏🙏🙏#全国确诊新型肺炎病例##万众一心抗击新冠肺炎# 2长治 ​                ",2
2020年01月27日 02:49,4465176676018584,微博财经7X24小时,6788499283,0,0,3,"
                    【英国52例新冠肺炎疑似病例均为阴性】英国卫生和社会保障部表示，截至周日下午，英格兰、威尔士、苏格兰和北爱尔兰共有52人接受了新型冠状病毒检测，所有检测结果显示均为阴性。 微博财经7X24小时频道 ​                ",4
2020年01月27日 02:47,4465176252239837,樱桃喵丸子,1971423940,0,0,1,"
                    #万众一心抗击新冠肺炎# 戴口罩，为自己，更为他人 ​                ",1
2020年01月27日 02:42,4465175006957003,网球迷飞飞,1952645053,0,0,0,"
                    新冠肺炎|11名確診新冠肺炎的醫護人員病毒核酸檢測轉陰O网页链接 ​                ",0
2020年01月27日 02:41,4465174876094048,痞痞小胖鱼,6134522915,0,0,0,"
                    在这种非常特殊时期你，一定需要这样一篇好的科普文章。因为现在也是流感高发季，希望能够帮到大家！『注意！发烧咳嗽≠新冠肺炎，镇静应对，拒绝恐慌 - 21财经』O注意！发烧咳嗽≠新冠肺炎，镇静应对，拒绝恐慌 ​                ",6.0
2020年01月27日 02:40,4465174511841471,小是小猪猪,1885464560,0,0,1,"
                    #安徽新型肺炎确诊病例增长快#公司安徽同事这几天回乡后在群里说的话~震惊了我的N观！从大年三十去乡村卫生院找同学玩，到觉得根本不可能被感染！根本不重视的态度，甚至可以说无知到了可怕！@人民日报 能有人给他们科普下严重性吗？#万众一心抗击新冠肺炎# ​                ",-4
2020年01月27日 02:39,4465174176519185,墨夏华年,1509610023,2,0,4,"
                    #武汉加油##万众一心抗击新冠肺炎# 期 有岁月可回首盼 将来现世已遭遇的困苦在下一个有阳光的日子里变成新的模样好继续成为岁月  2020.1.27 农历正月初三   拙笔之书(新型冠状病毒快过去吧)向在疫情前线的人致敬  ​​​  ​​​  ​​​ 2西安 ​                ",5
2020年01月27日 02:36,4465173605498556,中国日报,1663072851,77,49,695,"
                    【#英国52例新冠肺炎疑似病例均为阴性#】英国卫生和社会保障部表示，截至周日下午，英格兰、威尔士、苏格兰和北爱尔兰共有52人接受了新型冠状病毒检测，所有检测结果显示均为阴性。（记者 杜晓颖） ​                ",4
2020年01月27日 02:36,4465173492833460,nh王东铖,1615143561,0,0,0,"
                    武汉，我们来支援了！浙江抗击新冠肺炎紧急医疗队火速行动 O网页链接 ​                ",0
2020年01月27日 02:34,4465173031504736,暴雪游戏姬,2425678685,65,66,164,"
                    #魔兽世界# 圣骑士审判 ​​​多希望武汉的医护人员能有你的盔甲和技能#万众一心抗击新冠肺炎# ​                ",4.0
2020年01月27日 02:34,4465172963996560,幸陈陈,7172320057,0,0,0,"
                    新冠肺炎越来越严重了，都说儿童不易感染，结果今天有个9个月的女宝宝得了，我特别担心，很害怕，宝宝你一定要好好的！我们一起坚强啊！一起加油度过！ ​                ",-4.0
2020年01月27日 02:33,4465172791475457,Elsaaalove布偶猫舍,6006275177,2,0,0,"
                    上周起 因为熬夜➕吹风➕气温反复已经十天没出门的我感冒了😷所以微博py公众号q一直都木有更新吃了一周的阿莫西林终于活过来了（依然默默呆在家 门不出户）大家一定要注意身体啊⚠️先给大家看看Joker弟弟今晚的夜宵时刻宠物级宝宝也可以很萌！！！#布偶猫##布偶猫舍##万众一心抗击新冠肺炎# LElsaaalove布偶猫舍的微博视频 收起全文d
                ",-2
2020年01月27日 02:32,4465172540733494,Teler75,6071463672,0,0,0,"
                    一直想写个2019的总结感想，但比起这个，好像更想写下最近影响了我们所有人生活的新冠肺炎传染病的发生。在2019的夏天，来到武汉，这座熟悉又陌生的城市，很久之前就想过有机会一定要去一次，可是去了之后又畏惧高温天气，没有勇气白天出门走走逛逛好好认识这个城市，只敢在烈日来临之前和褪去之后才敢出来看看这个城市，短暂停留又匆匆离去。在2019年的冬季尾声，没想到一场名为新型冠状病毒传染病会在这个城市率先传开来，一开始不以为然，直到蔓延到全国各地，微博全部是有关热搜，才意识到事情的严重性，每天的重点都是打开微博热搜关注事情的发展进程，一遍一遍一遍一遍的刷刷刷刷刷🙃🙃🙃🙃在微博上看到句话感触特别深：我的城市病了但我会治好它还请您以后再来武汉武汉加油！你一定会好起来的！下次再见！今天也作为霉粉尽了一点点微薄之力，看到这个募捐的时候还有些许感动，因为粉上了一个共同的偶像而集聚在一起的这样一个温暖的集体湖北加油！ 收起全文d
                ",21.0
2020年01月27日 02:31,4465172226166590,庄一一,1599009344,0,0,0,"
                    自1月6日开始到17日，武汉新冠肺炎12天未报告一例新增病例，并在较长时间内一直强调“未发现明确的人传人的证据”，在相当程度上导致社会各界缺乏警惕、疏于防护。武汉12天新增病例空窗期之谜 O武汉12天新增病例空窗期之谜 ​                ",-3
2020年01月27日 02:30,4465172095808543,或桑,3125551962,0,0,2,"
                    希望新冠肺炎抓紧过去，每天的信息推送没办法使我心态平衡，白天玩8个小时分散注意力，不敌睡前的一条推送。现在的我不敢感冒，不敢咳嗽，一有风吹草动就感觉自己疑似，实在是太累了…… ​                ",2
2020年01月27日 02:30,4465172058388725,军亦求精,6017637987,1,0,0,"
                    这年过的，咳，算了，不出门给政府添麻烦啦#万众一心抗击新冠肺炎# ​                ",0
2020年01月27日 02:28,4465171504118431,是zyz啊0x0,5844051131,0,0,3,"
                    #武汉加油##全国确诊新型肺炎病例##万众一心抗击新冠肺炎# 今天在QQ扩列上匹配到了27位陌生人（图片不发那么多了），提醒了他们现在疫情状况，并且告诉他们要小心，国家大事能帮就帮为祖国献出一份力，加油武汉，加油中国🇨🇳 🇨🇳 🇨🇳 🇨🇳 🇨🇳🇨🇳 2铁岭·清河区医院 ​                ",10.0
2020年01月27日 02:25,4465170795840304,晋知事,3984602789,1,0,3,"
                    晋知事【武汉父母#强行带疑染新型肺炎孩子离境被捕#】1月25日，父母带疑感染新冠病毒的孩子在马来西亚士乃机场试图离境，被警方逮捕。一家三口来自武汉，2岁孩子出现新冠肺炎症状，医院要求其隔离检查，但父母称要搭次日航班飞往广州，带孩子从医院逃走。医院报警后，三人在机场被捕。#聚焦新型肺炎# @世面 L世面的秒拍视频 收起全文d
                ",-5
2020年01月27日 02:24,4465170522699399,无限远征团,7374778804,0,0,0,"
                    各位灭火器们，大家好，我们是无限远征团，由于新冠肺炎，我们的出道首唱会将YAN期举办，我们深感抱歉！感谢大家对我们新声代组合的支持，要做到3勤:洗手，①注意个人卫生及安全，少出门，②尽量不要前往人多的地方，③戴口罩，④春节过年注意事项:禁止燃放烟花、纸钱、蜡烛等，以免发生火灾。@荒岛唱片无限制作有限公司@梁媛媛STUDlO2020年01月27号 2柳州 收起全文d
                ",8
2020年01月27日 02:23,4465170183132339,松石·印象,1932146931,0,0,1,"
                    我提出了问题 “如何区分流感和新冠肺炎?” O如何区分流感和新冠肺炎? ​                ",1
2020年01月27日 02:22,4465170052627398,热心市民樱木花道,5484302471,1,5,34,"
                    沈阳的政府宣传部门，能不能给我们公布一下确诊病例的行动轨迹啊？是没调查出来还是调查出来了不公布啊？这都谣言四起了感觉哪都不安全了，还没有官宣部门站出来吗？2沈阳#新冠肺炎# ​                ",-3.0
2020年01月27日 02:21,4465169817891983,随意74339,6031845139,0,0,0,"
                    【轻松筹】石婷婷，你要坚强，一切都会好起来的！-个人求助O网页链接#万众一心抗击新冠肺炎# ​                ",5
2020年01月27日 02:21,4465169754866084,龙在驿城,1585809092,0,0,0,"
                    世卫组织发布紧急指南：疑似新冠肺炎轻症患者这样居家隔离O网页链接 ​                ",-4.0
2020年01月27日 02:21,4465169712851122,叁市斤,6666191545,2,0,4,"
                    【北京现#9个月婴儿新型肺炎病例# 打破患病最小年龄记录】1月26日，北京市卫健委官方微博@首都健康 发布消息，1月26日18时至21时，北京市新增5例新型冠状病毒感染的肺炎病例，其中一名确诊患者为仅9个月大婴儿，有湖北接触史。该患儿发病时间为1月25日，26日确诊感染新冠肺炎病毒。这也是现已知的、年龄最小的新冠肺炎患者。#聚焦新型肺炎# L新京报我们视频的秒拍视频 收起全文d
                ",-1
2020年01月27日 02:20,4465169385653676,鼎·三居薛军,3893910427,0,0,0,"
                    # 腾讯新闻 # 实时数据 | 全国确诊新冠肺炎2094例 死亡56例治愈49例O实时更新：新型肺炎疫情最新动态 来自@腾讯新闻 ​                ",0
2020年01月27日 02:19,4465169184511839,梅州零距离,6268515072,0,0,5,"
                    #梅州爆料# #梅州新闻# #梅州# 2梅州 梅州 #梅州民生# #梅州新闻# #梅州热点# #世界客都# #客家人# #梅州零距离新闻# #梅州零距离# 梅州身边事 #梅州同城#  广州黄埔城管局副局长确诊新冠肺炎，因工作曾巡查花市！ O广州黄埔城管局副局长确诊新冠肺炎，因工作曾巡查花市！ ​                ",1
2020年01月27日 02:18,4465169008469328,kkkkkw策,1811099007,0,0,0,"
                    #9个月婴儿新型肺炎病例#孩子太小了，普通的肺炎都有可能致死，更何况新冠肺炎希望小婴儿能够康复 ​                ",2
2020年01月27日 02:17,4465168764896437,陌陌的吐槽拉圾箱,2112479230,0,0,5,"
                    其实照疫情的开始 及这样发展形态来看....稍微接触了都会遭  根本是控制不了了... 中国人不可能半年不出门... 即使研究出了特效药 病毒也会变异。#新冠肺炎进入第二波流行上升期# ​                ",4.5
