时间,博文id,用户,用户id,评论,转发,点赞,博文,情感分数
2020年02月06日 12:48,4468951419527211,达拉斯独行侠,3802586994,268,312,2227,"
                    当前疫情严峻，牵动千万人心，我侠老板@MarkCuban马克-库班 也在千里之外为武汉，为中国送来了祝福，相信我们一定能挺过难关，迎接春天！#我们是独行侠# #万众一心抗击新冠肺炎#  L达拉斯独行侠的微博视频 ​                ",5.5
2020年02月06日 12:49,4468951633234836,人民网,2286908003,101,67,1022,"
                    #新冠肺炎最新动态#【#陕西9岁新冠肺炎小女孩出院#】2月6日，陕西收治的武汉9岁确诊患者小晗治愈出院，这也是陕西目前年龄最小的治愈患者。治疗期间，小晗十分配合治疗，体温已连续8天正常，2次核酸检测阴性，达到出院指征。@陕视新闻 L陕视新闻的微博视频 ​                ",5.0
2020年02月06日 13:46,4468966137506144,新浪视频,1640601392,115,181,644,"
                    【张文宏：再闷2周，把病毒“闷死”！你在家不是隔离是战斗！】2月6日上午，上海又有10例新冠肺炎患者痊愈出院。上海医疗救治组专家、复旦大学附属华山医院感染科主任张文宏表示，从目前来看，出院病人基本为轻症患者，平均住院天数7-8天，上海254名确诊病例已有9.8%治愈出院。他呼吁，“现在开始每个人都是‘战士’，你在家里不是隔离，是在战斗！你觉得很闷吗？病毒也要被你‘闷死’了，‘闷’两个礼拜。希望大家返城后在特定的点待两周，学生待在家里好好做功课，上班族待在家里或单位好好工作，我们必须依靠‘闷’的政策，来‘闷’住病毒。”#坚持两周把病毒闷死##为什么还不能预判疫情拐点# L澎湃新闻的微博视频 收起全文d
                ",-3.0
2020年02月06日 13:44,4468965457979294,新京报我们视频,6124642021,30,28,323,"
                    【#伊朗萌娃用中文声援中国抗疫#】2月5日，伊朗驻华大使馆微博发布视频。视频中，伊朗萌娃用中文喊出“中国加油！武汉加油！” 的口号，声援中国抗疫。不仅伊朗民众为中国打气，该国外长扎里夫也两次在社交媒体用中文加油鼓劲。#聚焦新冠肺炎疫情#@世面 L世面的秒拍视频 ​                ",2
2020年02月06日 13:12,4468957488395058,中国新闻周刊,1642512402,20,12,110,"
                    【#新加坡年龄最小新冠肺炎病例#：6个月大男婴 父母均为感染者】#周刊君与你共同战疫# 2月5日，新加坡卫生部确认该国新增4例新冠肺炎病例，其中包括一名6个月大男婴，为新加坡年龄最小确诊病例，其父母均为新加坡公民，二人均已确诊。@世面 L世面的秒拍视频 ​​​                ",5
2020年02月06日 13:10,4468956989809096,新京报我们视频,6124642021,55,36,425,"
                    【#武汉火眼实验室交付# 新型冠状病毒核酸检测日通量可达万人】2月5日，用于检测新型冠状病毒的“火眼”实验室交付并投入试运行。据人民日报报道，该实验室设计检测通量为每日万人份级。“火眼”实验室投入运行将缓解武汉及周边城市的检测压力。#聚焦新冠肺炎疫情# L新京报我们视频的秒拍视频 ​                ",3
2020年02月06日 12:26,4468945823734280,新京报我们视频,6124642021,91,19,475,"
                    #聚焦新冠肺炎疫情#【直击#武汉方舱医院第一批患者入住# 300名医护人员已就位】#武汉首个方舱医院开始收治病人# @一瞬间video L我们视频拍者的秒拍视频 ​                ",1
2020年02月06日 13:39,4468964241605218,世面,5336533996,18,12,281,"
                    【#伊朗萌娃用中文声援中国抗疫#】2月5日，伊朗驻华大使馆微博发布视频。视频中，伊朗萌娃用中文喊出“中国加油！武汉加油！” 的口号，声援中国抗疫。不仅伊朗民众为中国打气，该国外长扎里夫也两次在社交媒体用中文加油鼓劲。#聚焦新冠肺炎疫情#@新京报我们视频 L世面的秒拍视频 ​                ",3
2020年02月06日 13:11,4468957274501085,人民网,2286908003,351,164,1472,"
                    #新冠肺炎最新动态#【#河北一医生隐瞒病情致百余人密切接触#，医院门诊已关闭】2月6日，河北张家口市公布两例当地桥西区确诊病例活动轨迹：第一例患者，男，汉族，为河北北方学院附属第一医院医生，家住张家口市桥西区。该患者1月24日从三亚乘坐航班CA1378至北京，后自驾车返回张家口。2月4日确诊为新型冠状肺炎。第二例患者（系上述患者之妻子），女，汉族，家住张家口市桥西区。该患者1月24日从三亚乘坐航班CA1378至北京，后自驾车返回张家口。2月5日确诊为新型冠状病毒感染的肺炎。据悉，第一例患者作为一名医生，其在被海南省三亚市疾控中心明确告知与确诊病例有密切接触需隔离观察的情况下，故意隐瞒，既未向所在社区和单位报告，也未严格采取隔离观察要求，反而先后3次自行前往医院就诊，并到所在医院接诊患者，导致家人、邻居、同事等100多人密切接触。据了解，河北北方学院附属第一医院已于4日发布公告称，鉴于防控新型冠状病毒感染的肺炎疫情的需要，为更好地保障人民群众生命安全，河北北方学院附属第一医院从2020年2月5日起门诊暂停开放。仅保留发热门诊、急诊运行。@张家口发布 收起全文d
                ",-13
2020年02月06日 13:38,4468964044170537,新京报我们视频,6124642021,42,32,498,"
                    【102名福建医护人员驰援武汉 厦航#湖北籍空姐鞠躬致谢医护人员#】2月4日，102名福建医护人员乘坐厦航MF8769航班，从福州前往武汉增援。乘务员张译丹是湖北籍乘务员，她主动写下请战书，带头执行航班任务。飞机上，她语带哽咽向医疗团队致谢。#聚焦新冠肺炎疫情# L新京报我们视频的秒拍视频 ​                ",10
2020年02月06日 12:37,4468948600874515,半月谈,2318265821,431,449,4050,"
                    【大理不讲理！“截胡”口罩无义又违法】#半月谈评论# #大理欠理了# 半月谈评论员 韩振 2月2日，云南大理市的一份《应急处置征用通知书》和重庆、黄石的两份工作联系函显示，一批发往重庆、黄石的医用口罩被大理悍然半路“截胡”。落款为2月3日，由重庆新冠肺炎疫情防控小组发给大理市卫生健康局的《关于商请放行暂扣物资的函》标明，重庆方面在大理市扣下这批物资后曾发函索要。据报道，由于口罩已经分发使用，无法追回。消息被媒体披露后，舆论哗然。社交媒体上出现了#大理市政府征用口罩#、#请把物资还给重庆#等相关热门话题。从道义上讲，湖北黄石和重庆都是此次疫情的重灾区，大理半路“截胡”两个难兄难弟的口罩，实属无义。先说黄石，截至2月5日24时，黄石累计报告病例566例，其中仅5日新增病例就达57例，是名副其实的疫情重灾户。再看重庆，截至2月5日24时，重庆市累计报告病例389例，5日新增病例13例。然后看大理，截至2月5日12时至24时，累计报告病例为8例。三组数据对比发现，疫情最轻的当属大理。从法律上讲，大理的做法也明显违背了相关法规。《中华人民共和国传染病防治法》第四十五条明确规定：传染病暴发、流行时，根据传染病疫情控制的需要，国务院有权在全国范围或者跨省、自治区、直辖市范围内，县级以上地方人民政府有权在本行政区域内紧急调集人员或者调用储备物资，临时征用房屋、交通工具以及相关设施、设备。显然，根据此法，县级以上地方人民政府确有临时征用物资的权力，大理有这个权力，但范围仅限于本行政区域，对于其他跨行政区域物资，征用权只能属于国务院。大理“截胡”其他行政区域的物资，属于公然违背相关法规的行为，相关部门一定要依法依规及时纠正，否则将会对抗疫大局造成不良影响。疫情就是命令，防疫就是责任。这次疫情，绝不是湖北一个地方的战争，更是全中国乃至全世界共同的战争。战胜疫情，需要齐心协力，更需要相互帮助，有序抗疫、依法抗疫是基本遵循。抗肺炎物资在运输途中被应急征用的事件非常罕见，也反映出全国各地区口罩物资紧缺的局面。但越在这个时候，越要有全局意识。如果各地政府都从本位主义出发各自为政，甚至互相“截胡”，将给战疫全局带来灾难性的后果，这就是国务院要求重点医疗物资统一管理、统一调拨的缘由。我们要明白这个道理：相对于全国而言，地方是小局。为了本地利益，每个小局都可以积极作为，但更要自觉地、积极地去把握大局，尤其不能做背离大局、损害大局的事。 大敌当前不容自乱阵脚，但愿大理的这次半路“截胡”，再也不要发生了！ 收起全文d
                ",22.5
2020年02月06日 18:19,4469034772716117,Vista看天下,1323527941,3744,20756,118746,"
                    【张文宏：企业老板不用捐东西，给隔离员工开工资就是贡献】6日，上海华山医院感染科主任张文宏表示，新冠肺炎疫情期间，不需要企业再向医院捐献物资了，他希望企业老板，给那些在复工期间在家中隔离或者工作的员工，正常发放工资。他还表示，如果每个返沪的人员能够做到自行隔离14天，不到处乱走。#企业老板隔离员工发工资就是贡献#L新京报我们视频的秒拍视频 收起全文d
                ",0.0
2020年02月06日 19:50,4469057505816920,头条新闻,1618051664,708,259,2299,"
                    【新婚夫妇偷办酒席：有人确诊新冠肺炎 20余人被隔离】#新婚夫妇偷办酒席1人确诊20余人隔离# 四川南部县定水镇，一对新人在疫情防控期间偷办酒席。新娘子的舅母系武汉返乡人员，经确诊为新冠肺炎病例。定水镇人民政府一名工作人员告诉新京报，由于新娘子和其舅母曾在同一张床上睡觉，目前新娘子已经出现不适症状，并被送往市级医院等待确诊。当天参与婚宴的人中，已有20余人被隔离。（新京报）L新京报我们视频的秒拍视频 收起全文d
                ",1
2020年02月06日 19:27,4469051923018013,人民网,2286908003,1068,618,24230,"
                    #新冠肺炎最新动态#【好消息！#湖北首批5名儿童患者出院#】6日下午，武汉儿童医院的医务人员准备了5份特殊的礼物，早早等在内科综合病房楼下。大家等待的是湖北省首批5名新型冠状病毒感染肺炎的康复患儿，他们中年龄最大的14岁，最小的仅2岁。经过武汉儿童医院的系统治疗治愈康复，正式出院。（新华社） 收起全文d
                ",7
2020年02月06日 18:30,4469037382159318,环球时报,1974576991,107,68,498,"
                    【这些谣言别信！#世卫组织辟谣新冠肺炎七大谣言#】疫情爆发以来，中外社交媒体上出现很多防疫谣言：美国网友收到来自中国的包裹战战兢兢不敢打开、民间偏方大蒜水、麻油滴鼻法走红脸书，还有独家秘方说淡盐水漱口能预防病毒，“洋葱能预防新冠病毒”的消息在缅甸引起热议，印度一家餐厅甚至打出广告：吃洋葱饼预防新冠病毒…别慌！世卫组织逐一辟谣这些迷思。@梨视频文化 L梨视频文化的秒拍视频 收起全文d
                ",-4
2020年02月06日 19:51,4469057757281026,新京报我们视频,6124642021,122,61,517,"
                    【#国外啤酒撞名冠状病毒# 女子将啤酒倒进下水道】新型冠状病毒传播，一款啤酒撞名冠状病毒引发争议。谷歌公司大数据显示“冠状病毒啤酒”等搜索关键词出现频次骤升，有这样误会的民众主要来自澳大利亚、印度、加拿大和美国。为此，该啤酒公司发文澄清，不会因为喝啤酒而感染新冠肺炎。#聚焦新冠肺炎疫情# @世面 L世面的秒拍视频 收起全文d
                ",0.0
2020年02月06日 19:21,4469050388078892,新京报我们视频,6124642021,529,119,2623,"
                    【#新婚夫妇偷办酒席1人确诊# 已有20余人被隔离】 四川南部县，一对新人在疫情防控期间偷办酒席。新娘子的舅母系武汉返乡人员，经确诊为新冠肺炎病例。当地政府工作人员告称，由于新娘子和其舅母曾在同一张床上睡觉，目前新娘子已经出现不适症状。当天参与婚宴的人中，已有20余人被隔离。#聚焦新冠肺炎疫情#L新京报我们视频的秒拍视频 收起全文d
                ",1
2020年02月06日 18:04,4469030931004179,新京报我们视频,6124642021,7576,4307,123089,"
                    【快件传播病毒可能极低 #国家邮政局呼吁让快递员进小区#】2月6日，国家邮政局市场监管司副司长侯延波表示，目前部分地区实施了封闭式管理，不允许快递员进入，大大降低了投递的时效。侯延波表示，病毒通过快件传播风险极低，呼吁各地给快递小哥开方便之门。设置有智能快件箱的单位，允许快递员进入，未设置智能快件箱的单位，可划定特定区域，供快递员收投快件。#聚焦新冠肺炎疫情# L新京报我们视频的秒拍视频 收起全文d
                ",3
2020年02月06日 19:00,4469044927260715,澎湃新闻,5044281310,145,146,1755,"
                    #艾滋感染者捐药助新冠肺炎病人# 【HIV感染者捐“克力芝”助新冠肺炎病人】近日，各地HIV感染者将多余的""克力芝""赠给武汉新冠肺炎患者。克力芝主要用于抗HIV，《新型冠状病毒感染的肺炎诊疗方案（试行第三版）》提出，可试用但应谨慎使用。OHIV感染者捐“克力芝”助新冠肺炎病人 L澎湃新闻的微博视频 ​                ",-3
2020年02月06日 19:57,4469059339042025,新浪新闻客户端,2318910945,154,36,518,"
                    【新婚夫妇偷办酒席：有人确诊新冠肺炎 20余人被隔离】#偷办酒席致1人确诊20余人隔离# 四川南部县定水镇，一对新人在疫情防控期间偷办酒席。新娘子的舅母系武汉返乡人员，经确诊为新冠肺炎病例。定水镇人民政府一名工作人员告诉新京报，由于新娘子和其舅母曾在同一张床上睡觉，目前新娘子已经出现不适症状，并被送往市级医院等待确诊。当天参与婚宴的人中，已有20余人被隔离。L新京报我们视频的秒拍视频 收起全文d
                ",0
2020年02月06日 19:51,4469057942034833,新京报我们视频,6124642021,173,30,607,"
                    【“2019-nCov”太拗口？#新冠病毒正式名称将公布#】2月5日，BBC报道称新冠病毒正式名称不久将被公布。目前世界卫生组织建议将其暂名为“2019-nCov”，但读来很拗口，难以被广泛使用。专家称当病毒未被官方命名时，特定群体易受歧视或攻击。国际病毒分类委员会已讨论出新冠病毒正式名称，不久将公之于众。#聚焦新冠肺炎疫情#L世面的秒拍视频 收起全文d
                ",1.0
2020年02月06日 19:36,4469054171231972,CGTN,3173633817,197,75,669,"
                    【中国驻英大使刘晓明强调：#新冠肺炎#的死亡率为2.1%，远低于埃博拉（40.4%），非典SARS（10%），中东呼吸综合征MERS（34.4%）和2009年爆发的H1N1（17.4%）】China's Ambassador to the UK Liu Xiaoming told a press conference in London on Thursday that despite a large number of infections caused by the novel #coronavirus#, its mortality rate in China stands at 2.1%, which is very low. He added that this is much lower than those of Ebola (40.4%), SARS (10%), MERS (34.4%) and H1N1 of 2009 (17.4%). LCGTN的微博视频 收起全文d
                ",2.0
2020年02月06日 19:05,4469046403204585,新浪新闻,2028810631,71,122,816,"
                    【#钟南山战疫全记录#：你扎进英雄的城市，我们等待英雄的凯旋】新冠病毒肺炎疫情爆发以来，#钟南山#的一次次行程和发言是最强效强心剂。1月18日，钟南山院士再次出征抗击疫情，在这场与病毒博弈的战争中，身姿挺拔、目光坚毅。我们整理了1月18日以来钟南山战疫全记录，等待钟南山院士的凯旋，等待千a href=""https://s.weibo.com/weibo?q=%23%E9%92%9F%E5%8D%97%E5%B1%B1%E9%99%A2%E5%A3%AB%E5%81%A5%E8%BA%AB%E9%85%8D%E6%96%B9%23"" target=""_blank"">#钟南山院士健身配方# L小央视频的秒拍视频 收起全文d
                ",6
2020年02月06日 18:41,4469040146065883,中国新闻网,1784473157,23,175,220,"
                    #关注新型肺炎# 【#新冠肺炎权威信息#】《新型冠状病毒感染的肺炎诊疗方案（试行第五版）》公布，新增“无症状感染者也可能成为传染源”等内容。新版诊疗方案修订了哪些内容？看图了解↓↓↓ ​                ",3
2020年02月06日 19:02,4469045606565251,蓝鲸财经记者工作平台,1885454921,67,194,495,"
                    【鲸视频：华山医院张文宏谈治疗新冠肺炎 #最有效的药物是人的免疫力#】2月6日，上海华山医院感染科主任张文宏在被问到治疗新冠肺炎最有效的药物是什么的时候，回应称：“最有效的药物是人的免疫力”。他表示，医护人员除了用药物治疗病毒外，做的最多的就是陪着他们一起熬，熬到身体免疫力恢复，熬到体内抗体恢复到可以对抗病毒。#聚焦新冠肺炎疫情#L新京报我们视频的秒拍视频 收起全文d
                ",35.0
2020年02月06日 18:47,4469041718297566,新京报我们视频,6124642021,6762,1154,80997,"
                    【#上海发生两起聚集性疫情# 感染源与安徽一家健身房有关】2月6日，上海市疾控中心主任付晨通报，1月26日和1月29日，上海黄浦区和宝山区发生聚集性疫情，黄浦区病人曾与宝山区病人聚餐。宝山区的3例病人曾去安徽蚌埠，期间有2人多次到当地一健身房。2月5日，蚌埠发布称，5名确诊病人曾去过该健身房。#聚焦新冠肺炎疫情# L新京报我们视频的秒拍视频 收起全文d
                ",2
2020年02月06日 19:40,4469054993921642,新浪体育,1638781994,40,22,466,"
                    【#克莱为武汉加油# 】克莱-汤普森心系中国武汉疫情：“你们好，我在中国的球迷们，我和你们一样也很关心新冠肺炎，但我相信中国有能力能控制好疫情。请大家尽量待在家中，避免去人多的地方，如果你要外出请一定戴好口罩。我代表我的汤普森家庭基金向大家承诺，我们会捐赠尽可能多的口罩来防治疫情的传播。我的心与你们同在，我想对中国的球迷说，你们不孤独，我会一直陪伴着你们，我们一起克服困难，战胜病毒！#武汉加油# ，中国加油！” L克莱汤普森Klay_Thompson的微博视频 收起全文d
                ",21.0
2020年02月06日 18:53,4469043370776389,新浪科技,1642634100,11,17,29,"
                    【#郑州一滴滴司机确诊新冠肺炎#，滴滴客服：会暂停帐户，配合相关部门查找乘客】河南漯河市卫健委发布疫情情况，全市新增2例确诊病例，其中1人为郑州市的滴滴司机，但未公布具体车牌号。漯河市卫健委工作人员表示，正在追踪此事。滴滴官方客服称，会暂停司机账户，核实乘客，配合相关部门工作。L一手video的秒拍视频 收起全文d
                ",-1
2020年02月06日 18:32,4469038049018155,新京报,1644114654,1719,761,9773,"
                    【#青岛被指发文查扣沈阳口罩#，回应：信息有误未执行】6日，一纸加盖青岛市发改委公章的红头文件，引发舆论关注。文件中声称，青岛10万只口罩被沈阳海关暂扣后，将“按照对等原则”，通过海关扣留沈阳从韩国采购的口罩。晚间，青岛市新冠病毒肺炎疫情防控指挥部物资保障组回应新京报称，证实上述文件，由于“10万只口罩被沈阳海关暂扣信息不实”，在核实完情况后已将文件撤回，未执行。O青岛被指发文查扣沈阳口罩，回应：信息有误未执行 收起全文d
                ",2.0
2020年02月06日 19:43,4469055744127757,CGTN,3173633817,38,37,152,"
                    【德国著名病毒学家约纳斯·施密特-查纳西特：治疗新冠肺炎的药物和疫苗正在研发中，需要几周甚至几个月的时间，希望疫苗能尽快面世】 The public will have to wait for the results of new drugs to fight the novel coronavirus, German virologist Jonas Schmidt-Chanasit told CGTN. While it ""might take some time,"" ""it's on the horizon,"" he added. LCGTN的微博视频 收起全文d
                ",9.0
2020年02月06日 18:25,4469036114572952,新京报我们视频,6124642021,571,269,7585,"
                    【#民警收走麻将中的四个壹万#：不怕一万就怕万一】2月4日，@平安广元 民警发现某家庭茶馆内有人打麻将。民警便没收麻将牌中所有的“一萬”，待疫情结束后再归还。民警称，不怕一万就怕万一，疫情防控没有侥幸，必须确保万无一失。经询问，茶馆老板闲来无事，抱着侥幸心理召集了几个亲戚打麻将娱乐。#聚焦新冠肺炎疫情# @有料 L新京报我们视频的秒拍视频 收起全文d
                ",6
2020年02月06日 18:13,4469033183533806,航运漫画家K老师,1659651887,30,747,935,"
                    用圈钱对抗病毒？没错，治愈一例新冠肺炎的瑞德西韦之母公司就是这样干的... ​                ",-1.0
2020年02月06日 19:05,4469046290033384,头条新闻,1618051664,616,315,2189,"
                    【#青岛被指发文查扣沈阳口罩#，回应：信息有误未执行】#青岛沈阳互扣防控保障物资# 6日，一纸加盖青岛市发改委公章的红头文件，引发舆论关注。文件中声称，青岛10万只口罩被沈阳海关暂扣后，将“按照对等原则”，通过海关扣留沈阳从韩国采购的口罩。晚间，青岛市新冠病毒肺炎疫情防控指挥部物资保障组回应新京报称，证实上述文件，由于“10万只口罩被沈阳海关暂扣信息不实”，在核实完情况后已将文件撤回，未执行。（新京报） 收起全文d
                ",1.0
2020年02月06日 19:46,4469056633103052,傻子笙歌,3719069393,25,98,249,"
                    关于新冠肺炎，被感染专家的这段话应该被更多人知道… L傻子笙歌的微博视频 ​                ",5.0
2020年02月06日 19:51,4469057858412867,天涯社区,2140585607,70,34,457,"
                    【新婚夫妇偷办酒席：有人确诊新冠肺炎 20余人被隔离】#新婚夫妇偷办酒席1人确诊20余人隔离# 四川南部县定水镇，一对新人在疫情防控期间偷办酒席。新娘子的舅母系武汉返乡人员，经确诊为新冠肺炎病例。定水镇人民政府一名工作人员告诉新京报，由于新娘子和其舅母曾在同一张床上睡觉，目前新娘子已经出现不适症状，并被送往市级医院等待确诊。当天参与婚宴的人中，已有20余人被隔离。（新京报）L新京报我们视频的秒拍视频 收起全文d
                ",1
2020年02月06日 18:36,4469038904670617,凤凰网,2615417307,701,246,2777,"
                    【#青岛被指发文查扣沈阳口罩#】6日，一纸加盖青岛市发改委公章的红头文件，引发舆论关注。文件中声称，青岛10万只口罩被沈阳海关暂扣后，将“按照对等原则”，通过海关扣留沈阳从韩国采购的口罩。晚间，青岛市新冠病毒肺炎疫情防控指挥部物资保障组回应@新京报 称，证实上述文件，由于“10万只口罩被沈阳海关暂扣信息不实”，在核实完情况后已将文件撤回，未执行。O青岛被指发文查扣沈阳口罩，回应：信息有误未执行 收起全文d
                ",4.0
2020年02月06日 19:32,4469053160569445,新京报我们视频,6124642021,142,82,1183,"
                    【#俄罗斯部分口罩价格上涨数十倍# 普京：吊销乱涨价药店的经营许可】2月5日，俄罗斯总统普京在政府会议上就口罩涨价问题表态。他表示，应吊销涉事药店的经营许可。受疫情影响，俄罗斯口罩需求上升。俄副总理果利科娃称，部分药店趁势乱涨价：一次性口罩单价从1.5卢布涨到70-100卢布。#聚焦新冠肺炎疫情#@世面 L世面的秒拍视频 收起全文d
                ",6
2020年02月06日 18:32,4469037897562617,新京报我们视频,6124642021,162,87,822,"
                    【#世界梦号邮轮10人确诊# 肇庆一家3口下船后传染给家人】2月3日，广东疾控中心曾发布通告，急寻1月19日晚搭乘编号WD05200119的星梦邮轮“世界梦号”邮轮乘客，1月19至1月24日共计6903名旅客和工作人员曾乘坐此船。截至2月6日，广东通报10名登船人员确诊，其中肇庆一对夫妻带大儿子搭乘邮轮被确诊，回家后又感染3人（父母以及小儿子），属于家庭聚集性病例。#聚焦新冠肺炎疫情#L新京报我们视频的秒拍视频 收起全文d
                ",4
2020年02月06日 18:10,4469032516098445,人民网,2286908003,95,27,309,"
                    #新冠肺炎最新动态#【#郑州各类门诊部及诊所全面停诊#】据@郑州发布，6日，郑州市新型冠状病毒感染的肺炎疫情防控领导小组办公室发布通告，称郑州市域各类门诊部、诊所（含中医、中西医结合）即日起全面停诊，未设发热门诊的各级各类医疗机构（包括基层医疗卫生机构）一律不得接诊发热病人，口腔科、眼科、耳鼻喉科、整形（美容）科等专科医院与综合医院相关专科，除急症诊疗和必需的择期诊疗项目外，暂停诊疗活动等，恢复诊疗时间根据疫情防控情况另行通知。 收起全文d
                ",0
2020年02月06日 18:40,4469039915542615,证券时报网,1664176597,26,70,124,"
                    【华山医院张文宏谈治疗新冠肺炎：#最有效的药物是人的免疫力#】他表示，医护人员做的最多的就是陪着病人他们一起熬，熬过两个星期，熬到身体免疫力恢复，熬到体内抗体恢复到可以对抗病毒。 L新京报我们视频的秒拍视频 ​                ",-1.0
2020年02月06日 19:57,4469059317986709,羊城晚报,1497087080,12,10,100,"
                    #抗击新冠肺炎疫情# 【住院13天，#广州81岁重症患者今日出院# 】81岁的重症患者，今日（2月6日）从广州市第八人民医院出院。“天使医生，天使护士小姐，我要向你们致敬，医护人员太辛苦了，为了救治我们，所以我心里感谢，再感谢。谢谢你们。我们应该送你们鲜花，我们出院，你们还送我们鲜花，真的心里过不去。”老太太走出住院部，把心里的话向在场的记者和医务人员都表达得十分清楚。O网页链接  L羊城晚报的微博视频 收起全文d
                ",5.0
2020年02月06日 18:34,4469038581218298,中国新闻周刊,1642512402,22,13,154,"
                    #湖北首批5名患儿康复出院#【出院啦！湖北省首批新型冠状病毒感染的肺炎儿童患者康复 最大14岁 最小仅2岁】#周刊君与你共同战疫# 今天下午，经过武汉儿童医院的系统治疗，湖北省首批5名新型冠状病毒感染肺炎的患儿康复出院，他们年龄最大的14岁，最小的仅2岁。#湖北首批新冠肺炎儿童患者出院#被确诊为新型冠状病毒感染的肺炎的2岁女童妞妞（化名），是5名儿童患者中年龄最小的一个。17天前，妞妞出现高热、咳嗽症状，体温最高达39℃，家长自行喂服感冒药物后，病情不见好转，在另外一家医院确诊为甲流、肺炎。1月21日，家长将妞妞送到武汉儿童医院就诊，收治进了该院内科综合病区。入院时，医生反复询问家长，是否有接触过新型冠状病毒肺炎患者的病史，家长予以否认。之后，医生与家人聊天得知，妞妞的爷爷患病住院，家人曾去探望。当时，除了妈妈有轻微咳嗽的症状外，其他几名家人并没有出现感染新型冠状病毒肺炎的典型症状。但这些情况还是引起了医生的高度警觉。住院期间，经过治疗，妞妞仍精神萎靡、食欲不好，每日监测体温，体温下降的并不明显。结合妞妞的病情、肺部影像学检查和流行病学史，武汉儿童医院将她作为疑似新冠肺炎病例上报，向疾控中心申请了核酸检测。检测结果显示是阳性，妞妞被确诊为感染新型冠状病毒肺炎。武汉儿童医院内科综合病区主任方玉蓉主任医师介绍，相对于成人病例，儿童免疫功能不成熟，属于呼吸系统感染易感人群，而且症状更加多样化。妞妞不仅感染新型冠状病毒，还合并了流感病毒、支原体感染等其他病原感染。幸运的是，妞妞没有出现多脏器功能损害，病情相对平稳。经过17天的精心救治，妞妞病情逐渐好转，体温正常，双肺肺炎较之前病灶有吸收，出院前，连续3次咽拭子和1次肛拭子核酸检测均显示阴性，实现病原学治愈，符合出院标准。“根据国家颁布的指南和儿童新冠肺炎诊疗建议，让这位患儿康复出院，也给我们医疗救治工作，特别是在救治儿童患者方面累了宝贵经验。”方玉蓉主任表示。据了解，5名患儿中，大多有明确新冠肺炎患者接触史。武汉儿童医院呼吸内科副主任医师王艳丽介绍，患儿均以发烧、咳嗽，肺炎症状入院。治疗期间，各项生命体征稳定，病情相对平稳。出院以后，他们还需要进行为期两周的隔离观察，身体状况一旦有异常马上和医院联系。（湖北之声） 收起全文d
                ",9.5
2020年02月06日 19:51,4469057904784242,黑夜之睛滚雪球,1977046885,14,21,79,"
                    【华山医院张文宏谈治疗新冠肺炎 #最有效的药物是人的免疫力#】所以老人实际上是病毒最大的受害者  因为自身免疫力不足以抵抗2月6日，上海华山医院感染科主任张文宏在被问到治疗新冠肺炎最有效的药物是什么的时候，回应称：“最有效的药物是人的免疫力”。他表示，医护人员除了用药物治疗病毒外，做的最多的就是陪着他们一起熬，熬到身体免疫力恢复，熬到体内抗体恢复到可以对抗病毒。#聚焦新冠肺炎疫情# L新京报我们视频的秒拍视频 收起全文d
                ",35.0
2020年02月06日 19:47,4469056901896182,篮球信徒Witness,5437851984,26,10,271,"
                    克莱：会捐赠更多的口罩来防治疫情，我的心与你们同在！克莱说道：“你们好，我在中国的球迷们，我和你们一样也很关心新冠肺炎，但我相信中国有能力能控制好疫情。我知道现在情况正在慢慢变好，请大家尽量待在家中，避免去人多的地方，如果你要外出请一定戴好口罩。我代表我的汤普森家庭基金向大家承诺，我们会捐赠尽可能多的口罩来防治疫情的传播。我的心与你们同在，我想对中国的球迷说，你们不孤独，我会一直陪伴着你们，我们一起克服困难，战胜病毒！武汉加油，中国加油！” L克莱汤普森Klay_Thompson的微博视频 收起全文d
                ",30.0
2020年02月06日 18:19,4469034605264461,中国篮球,1737961042,22,10,193,"
                    克莱-汤普森心系中国武汉疫情：“你们好，我在中国的球迷们，我和你们一样也很关心新冠肺炎，但我相信中国有能力能控制好疫情。我知道现在情况正在慢慢变好，请大家尽量待在家中，避免去人多的地方，如果你要外出请一定戴好口罩。我代表我的汤普森家庭基金向大家承诺，我们会捐赠尽可能多的口罩来防治疫情的传播。我的心与你们同在，我想对中国的球迷说，你们不孤独，我会一直陪伴着你们，我们一起克服困难，战胜病毒！武汉加油，中国加油！”L克莱汤普森Klay_Thompson的微博视频 收起全文d
                ",23.0
2020年02月06日 19:53,4469058453556819,中国新闻网,1784473157,90,18,448,"
                    #关注新型肺炎# 【#北京回应3人以上就算聚餐#：不能这么认定！】6日，北京市市场监管局发布相关指引，禁止餐饮服务单位承办各类群体性聚餐活动。北京市市场监管局表示，有媒体采访个别餐饮经营者，把群体性聚餐简单理解为3人以上的就餐，这是不妥当的。北京市市场监督管理局发布的新冠肺炎流行期间餐饮服务单位防控指引中的群体性聚餐是指节日宴席、生日宴席、升学宴席等群体性聚餐活动。（程春雨） 收起全文d
                ",2
2020年02月06日 22:17,4469094621629584,人民日报,2803301701,10199,20934,188564,"
                    【转扩！#关于新冠肺炎的30个真相#】什么是新型冠状病毒？什么人会传染它？具体的感染症状是什么？关于潜伏期、关于传染、关于预防、关于“特效药”…一图带你完整了解新型冠状病毒感染肺炎的30个真相！转发收藏！助你科学防疫！ ​                ",1
