score,text
-1,"这场 硝烟 战争 局外人 全民 抗疫 农历 庚子 鼠年 新型 冠状病毒 侵袭 春节 注定 寻常 这场 逆行 勇往直前 前线 平安 凯旋 武汉 加油 中国 加油 小央 视频 视频 
"
0,"战胜 新型 冠状病毒 暂停 银川 市民 大厅 窗口 服务 全面推行 网上 掌上 网页 链接 
"
1,"年月日 Tilo Wolff 中国 歌迷 发来 慰问 翻译 亲爱 中国 朋友 曾多次 邀请 令人称奇 美丽 国家 演出 热情欢迎 深深 打动 心底 表示感激 听闻 病毒 爆发 灾难性 新闻 震动 给予 力量 度过 黑暗 时刻 期待 将来 重逢 一同 哭泣 一同 庆祝 在此之前 希望 安康 Tilo Wolff Lacrimosa 超话 Tilowolff ## lacrimosa 中文 微博 lacrimosa ## 以泪洗面 乐队 哥特 LACRIMOSA 中文 微博 Lacrimosa Lacrimosa 乐队 lacrimosa 中国 新型 冠状病毒 收起 全文 
"
1,"战胜 新型 冠状病毒 宁夏 政府 发布 延迟 企业 复工 学校 开学 行政 事业单位 实行 弹性 工作制 通知 宁夏 政府 发布 延迟 企业 复工 学校 开学 行政 事业单位 实行 弹性 工作制 通知 
"
-1,"这场 硝烟 战争 局外人 全民 抗疫 农历 庚子 鼠年 新型 冠状病毒 侵袭 春节 注定 寻常 这场 逆行 勇往直前 前线 平安 凯旋 武汉 加油 中国 加油 小央 视频 视频 
"
1,"一个 专家 狗屎 能治 新型 冠状病毒 摔死 人会 活过来 拉泡 
"
0,"新型 冠状病毒 引发 肺炎 疫情 处置 工作 烟台市 芝罘区 区政府 高度重视 成立 疫情 防控 领导小组 工作 专班 调集 全区 力量 打赢 疫情 防控 攻坚战 保障 全区 人民 健康 疫情 防控 工作 求购 来自 正规渠道 资质 齐全 防护 物资 征集 采购 渠道 公告 急需 采购 医疗 物资 医用 口罩 一次性 医用 外科 口罩 口罩 医用 防护服 隔离 高筒 脚套 一次性 医用 手套 二氯 氰尿酸 一次性 手术 隔离 含酒精 洗手 消毒液 红外 体温 手持 手动 背式 消毒 喷雾器 医用 酒精 消毒液 表面 消毒 含氯 过氧化 医用 丁腈 手套 抗菌 洗手液 希望 社会 各界人士 踊跃 提供 相关 采购 渠道 相关 信息 芝罘区 新型 冠状病毒 感染 肺炎 疫情 处置 工作 领导小组 应急 保障 协助 群策群力 战胜 疫情 联系人 联系电话 张兆杰 肖传武 新春 吴俊胜 孙正林 杨松建 办公 电话 烟台市 芝罘区 新型 冠状病毒 感染 肺炎 疫情 处置 工作 领导小组 年月日 收起 全文 
"
0,"新型 冠状病毒 科普知识 五十一 公共场所 网页 链接 
"
0,"新型 冠状病毒 科普知识 五十二 外出 网页 链接 网页 链接 
"
1,"战胜 新型 冠状病毒 宁夏 政府 发布 延迟 企业 复工 学校 开学 行政 事业单位 实行 弹性 工作制 通知 宁夏 政府 发布 延迟 企业 复工 学校 开学 行政 事业单位 实行 弹性 工作制 通知 银川 贺兰县 
"
-1,"进价 口罩 抗击 新型 冠状病毒 肺炎 疫情 关键 北京 昌平 一家 药店 零售价格 被查获 药店 负责人 拿来 口罩 送给 市场 监督管理 部门 拒绝 北京青年报 记者 昌平区 龙泽园 市场 监督管理 负责人 获悉 一家 涉嫌 哄抬物价 药店 整改 后续 年月日 上午 时许 北京 昌平区 龙泽园 市场 监督管理 所内 辖区 药店 负责人 匆匆忙忙 送来 一大 箱共 进价 口罩 卖元 这家 药店 查后 口罩 收起 全文 
"
-1,"华州 党支部 书记 疫情 防控 党内 警告 处分 渭南市 华州 纪委 监察 网站 消息 该区 华州 街道 红岭 社区 新型 冠状病毒 疫情 防控 工作 落实 疫情 防控 措施 社区 党支部 书记 陈志刚 党内 警告 处分 华州 新型 冠状病毒 感染 肺炎 疫情 联防 联控 工作 领导小组 检查 发现 华州 街道 红岭 社区 新型 冠状病毒 疫情 防控 工作 湖北省 华州 两户 家庭 第一 时间 悬挂 湖北省 武汉 返回 人员 管理 信息 陈志刚 华州 街道 红岭 社区 党支部 书记 疫情 防控 工作 思想认识 政治 站位 不高 新型 冠状病毒 疫情 防控 相关 措施 落实 到位 漠视 侵害 群众利益 在群众中 不良影响 党内 警告 处分 西安 晚报 西安 报业 媒体 记者 石俊荣 收起 全文 
"
-1,"钟南山 团队 发布 居家 康复 防护 策略 关注 新型 肺炎 今天下午 钟南山 院士 带领 广州 呼吸 健康 研究院 研究 团队 发布 新型 冠状病毒 感染 肺炎 居家 康复 防护 策略 特别 提出 新型 冠状病毒 肺炎 呼吸 康复 原则 Simple 简单 康复 方法 简单 康复 人员 协助 Safe 方法 监测 协助 Satisfy 满意 康复 效果 患者 医务人员 满意 Save 节省 康复 方法 节省 费用 新型 冠状病毒 肺炎 疫情 呈现 特征 潜伏期 可达天 大部分 病患 症状 轻微 传染性 飞沫 传播 途径 老弱病残 人群 易感性 聚集 新型 冠状病毒 居家 康复 医疗 资源 紧缺 情况 疑似 确诊 病例 医疗 隔离 家庭 人员 外出 接触 可疑 人群 减少 家庭成员 家庭 潜在 传播 可能性 建议 因地制宜 简单易行 方法 人类 几千年 传染病 古老 方法 两条 第一 找到 识别 传染源 第二 切断 传播 途径 流动人口 传染性 人群 接触 人群 疑似病例 确诊 病例 疫区 疑似病例 确诊 病例 接触 人群 占据 绝大多数 这部分 群体 表现 疾病 识别 一个 传染性 停留 潜伏期 最优 方案 传染源 人均 采取措施 措施 自我 隔离 居家 隔离 隔离 防护 飞沫 传播 途经 佩戴 口包 切断 传播 途径 流感 症状 轻症 患者 医生 指导 居家 隔离 保证 通风 休息 优化 营养 运动 自愈 有下 呼吸道 症状 咳嗽 咳痰 症状 进行性 加重 轻度 呼吸困难 患者 定点医院 专业 PCCM 医生 评估 住院治疗 呼吸困难 患者 大部分 重症 危重症 患者 ICU 医生 救治 应对 新型 冠状病毒 肺炎 居家 康复 重点 在于 改变 带来 疾病 防控 发挥 作用 隔离 佩戴 口罩 室内 通风 自我 适度 运动 训练 增加 机体 免疫 咳嗽 咳痰 方法 改进 尽可能减少 飞沫 传播 分泌物 吐出 密封 消毒 居家 物品 消毒 心理 康复 措施 诊断 入住 隔离病房 负压 病房 患者 重症 患者 早期 康复 推荐 常规 重症 CAP HAP ARDS 患者 早期 康复 循证 依据 新型 冠状病毒 肺炎 因素 在于 传染性 极强 康复 治疗师 隔离病房 康复 治疗 增加 一线 感染 防控 负担 增加 医务人员 感染 几率 再有 危重症 早期 康复 禁忌证 生命 体征 稳定 时应 抢救 生命 目标 治疗 医师 诊疗 患者 康复 教育 推行 增强 患者 自我 能动性 康复 依然 可行 新型 冠状病毒 肺炎 患者 呼吸 康复 保证 居室 病房 通风 对流 前提 采用 简单 Simple Satisfy Safe 省费 Save 方法 患者 包括 空中 拱桥 拉伸 卧位 康复 舒适度 调整 动作 幅度 次数 舒适 前提 运动量 呼吸 肌肉 训练 咳嗽 咳痰 打喷嚏 作业 期间 严格管理 飞沫 患者 面对 窗外 空旷 通风 窗台 背向 室内 背后 风扇 通风 对流 飞沫 室内 停留 患者 咳嗽 咳痰 打喷嚏 纸巾 包住 咳嗽 咳痰 打喷嚏 分泌物 纸巾 存放 盖子 垃圾桶 呼吸 康复 早晚 消毒剂 紫外线 清洁 消毒 杀灭 停留 物品 表面 病毒 居家 康复 做好 宣教 建议 防护 切断 传播 途径 鼓励 民众 在家 日常 锻炼 增强 抵御 病毒 侵害 体能 储备 建议 心脑 疾患 糖尿病 患者 循序渐进 居家 运动 方案 对慢 阻肺 患者 居家 呼吸 功能 康复训练 医务人员 康复 从业人员 所能 最佳 工作 央视 新闻 高密市 收起 全文 
"
-1,"钟南山 团队 发布 居家 康复 防护 策略 周刊 战疫 今天下午 钟南山 院士 带领 广州 呼吸 健康 研究院 研究 团队 发布 新型 冠状病毒 感染 肺炎 居家 康复 防护 策略 特别 提出 新型 冠状病毒 肺炎 呼吸 康复 原则 Simple 简单 康复 方法 简单 康复 人员 协助 Safe 方法 监测 协助 Satisfy 满意 康复 效果 患者 医务人员 满意 Save 节省 康复 方法 节省 费用 新型 冠状病毒 肺炎 疫情 呈现 特征 潜伏期 可达天 大部分 病患 症状 轻微 传染性 飞沫 传播 途径 老弱病残 人群 易感性 聚集 新型 冠状病毒 居家 康复 医疗 资源 紧缺 情况 疑似 确诊 病例 医疗 隔离 家庭 人员 外出 接触 可疑 人群 减少 家庭成员 家庭 潜在 传播 可能性 建议 因地制宜 简单易行 方法 人类 几千年 传染病 古老 方法 两条 第一 找到 识别 传染源 第二 切断 传播 途径 流动人口 传染性 人群 接触 人群 疑似病例 确诊 病例 疫区 疑似病例 确诊 病例 接触 人群 占据 绝大多数 这部分 群体 表现 疾病 识别 一个 传染性 停留 潜伏期 最优 方案 传染源 人均 采取措施 措施 自我 隔离 居家 隔离 隔离 防护 飞沫 传播 途经 佩戴 口包 切断 传播 途径 流感 症状 轻症 患者 医生 指导 居家 隔离 保证 通风 休息 优化 营养 运动 自愈 有下 呼吸道 症状 咳嗽 咳痰 症状 进行性 加重 轻度 呼吸困难 患者 定点医院 专业 PCCM 医生 评估 住院治疗 呼吸困难 患者 大部分 重症 危重症 患者 ICU 医生 救治 应对 新型 冠状病毒 肺炎 居家 康复 重点 在于 改变 带来 疾病 防控 发挥 作用 隔离 佩戴 口罩 室内 通风 自我 适度 运动 训练 增加 机体 免疫 咳嗽 咳痰 方法 改进 尽可能减少 飞沫 传播 分泌物 吐出 密封 消毒 居家 物品 消毒 心理 康复 措施 诊断 入住 隔离病房 负压 病房 患者 重症 患者 早期 康复 推荐 常规 重症 CAP HAP ARDS 患者 早期 康复 循证 依据 新型 冠状病毒 肺炎 因素 在于 传染性 极强 康复 治疗师 隔离病房 康复 治疗 增加 一线 感染 防控 负担 增加 医务人员 感染 几率 再有 危重症 早期 康复 禁忌证 生命 体征 稳定 时应 抢救 生命 目标 治疗 医师 诊疗 患者 康复 教育 推行 增强 患者 自我 能动性 康复 依然 可行 新型 冠状病毒 肺炎 患者 呼吸 康复 保证 居室 病房 通风 对流 前提 采用 简单 Simple Satisfy Safe 省费 Save 方法 患者 包括 空中 拱桥 拉伸 卧位 康复 舒适度 调整 动作 幅度 次数 舒适 前提 运动量 呼吸 肌肉 训练 咳嗽 咳痰 打喷嚏 作业 期间 严格管理 飞沫 患者 面对 窗外 空旷 通风 窗台 背向 室内 背后 风扇 通风 对流 飞沫 室内 停留 患者 咳嗽 咳痰 打喷嚏 纸巾 包住 咳嗽 咳痰 打喷嚏 分泌物 纸巾 存放 盖子 垃圾桶 呼吸 康复 早晚 消毒剂 紫外线 清洁 消毒 杀灭 停留 物品 表面 病毒 居家 康复 做好 宣教 建议 防护 切断 传播 途径 鼓励 民众 在家 日常 锻炼 增强 抵御 病毒 侵害 体能 储备 建议 心脑 疾患 糖尿病 患者 循序渐进 居家 运动 方案 对慢 阻肺 患者 居家 呼吸 功能 康复训练 医务人员 康复 从业人员 所能 最佳 工作 央视 新闻 收起 全文 
"
-1,"疫情 蔓延 阴影 笼罩 切断 新型 冠状病毒 传播 途径 聚集 在家 眼下 生活 状态 这次 疫情 结束 一件 事是 疫情 过后 想见 
"
1,"儿童 医学专家 儿童 适合 口罩 千万 大人 口罩 儿童 国家 卫健委月 新闻 发布会 首都医科大学 附属 北京 儿童医院 急诊科 主任 王荃 新型 冠状病毒 流行 期间 家长 儿童 减少 外出 减少 人口 密集 场所 通风 空间 孩子 场所 看护 戴好 口罩 儿童 脸形 低龄 儿童 王荃 家长 儿童 专用 一次性 br 王荃 孩子 适合 口罩 唯一 做好 家长 防护 间接 保护 孩子 减少 孩子 外出 做好 居家 消毒 清洁 工作 王荃 提示 看护 儿童 看护人 口罩 孩子 打喷嚏 呼气 咳嗽 打喷嚏 别忘了 纸巾 捂住 纸巾 捂住 手臂 捂住 清洗 手臂 人民日报 微博 视频 收起 全文 
"
0,"新型 冠状病毒 科普知识 五十一 公共场所 网页 链接 网页 链接 
"
-1,"新型 冠状病毒 感染 密切接触 居家 隔离 医学观察 网页 链接 
"
0,"假期 八字 新型 冠状病毒 
"
0,"新型 冠状病毒 科普知识 四十六 抗击 病毒 居家 心理 防护 新型 冠状病毒 科普知识 四十六 抗击 病毒 居家 心理 防护 
"
0,"新型 冠状病毒 科普知识 五十四 一线 医护人员 缓解 心理压力 手机 浏览器 新型 冠状病毒 科普知识 五十四 一线 医护人员 缓解 心理压力 
"
-1,"重点 住院 第六天 患者 胸片 持续 高烧 吸氧 多个 部位 样本 新型 冠状病毒 阳性 医生 提供 一种 尚未 获批 药物 一种 核苷酸 类似物 前药 抑制 依赖 RNA RNA 合成酶 RdRp 原先 疗法 计划 用于 博拉 病毒 治疗 冠状病毒 RdRp 疗法 有望 冠状病毒 抑制 住院 第七天 晚上 这名 患者 接受 remdesivir 静脉 输注 第八天 这名 患者 临床 症状 立竿见影 改善 吸氧 饱和度 恢复 干咳 流鼻涕 症状 论文 发表 美国 时间 重磅 美国 首例 新冠 病毒 确诊 病例 康复 全记录 手机 新浪网 重磅 美国 首例 新冠 病毒 确诊 病例 康复 全记录 收起 全文 
"
-1,"一首歌 看一 本书 在线 社交 暂时 清零 状态 体会 生命 意义 悲伤 消息 人生 磨难 生活 磨难 之下 羽翼丰满 劈风斩浪 勤洗手 消毒 聚餐 出门 口罩 洪水 非典 熬过去 新型 冠状病毒 熬过去 白衣天使 加油 武汉 加油 中国 加油 松原 前郭尔罗斯蒙古族自治县 收起 全文 
"
0,"新型 冠状病毒 科普知识 四十九 疾病 流行 地区 居住 旅行 人员 分享 看吧 新型 冠状病毒 科普知识 四十九 疾病 流行 地区 居住 旅行 人员 新型 冠状病毒 科普知识 四十九 疾病 流行 地区 居住 旅行 人员 
"
0,"武汉 红十字会 机构 军方 接管 这一干 停职 审查 好样 阿里 越过 武汉 红十字会 全球 采购 医疗 用品 武汉协和医院 新型 冠状病毒 丁炳中 微博 视频 
"
1,"新型 冠状病毒 感染 肺炎 儿童 医学专家 儿童 适合 口罩 千万 大人 口罩 儿童 国家 卫健委月 新闻 发布会 首都医科大学 附属 北京 儿童医院 急诊科 主任 王荃 新型 冠状病毒 流行 期间 家长 儿童 减少 外出 减少 人口 密集 场所 通风 空间 孩子 场所 看护 戴好 口罩 儿童 脸形 低龄 王荃 孩子 适合 口罩 唯一 做好 家长 防护 间接 保护 孩子 减少 孩子 外出 做好 居家 消毒 清洁 工作 王荃 提示 看护 儿童 看护人 口罩 孩子 打喷嚏 呼气 咳嗽 打喷嚏 别忘了 纸巾 捂住 纸巾 捂住 手臂 捂住 清洗 手臂 文字 王秉阳 陈菲 摄影 张玉薇 新华 视点 收起 全文 
"
0,"物业 一个 和平 期间 全网 诟病 行业 正是 这群人 血肉之躯 新型 冠状病毒 爆发 之初 无序 时期 居民 筑起 第一道 防线 商店 关门 餐厅 停业 公共交通 停运 物业 却是 小时 不眠不休 专业 防护 装备 专业 专家 指导 完整 社区 防控 指引 物业 防控 动作 一招一式 快速 物业 服务 履行 日常 保洁 日常 秩序 维护 日常 工程 维修 职责 无怨无悔 承担 超越 职责 专业 能力 社会 责任 时刻 关注 疫情 快速 更新 力所能及 防疫 措施 守护 一方 居民 平安 担惊受怕 退缩 退缩 这是 行业 赋予 使命 这场 不见 硝烟 战役 全国 走出 惊慌 无序 越来越 专业 防疫 部门 人员 就位 抵抗 病魔 指责 物业 表现 无愧于 职责 善待 身边 物业 抱怨 理解 尊重 烟台 锦江 之星 烟台 福山区 福海 路店 收起 全文 
"
0,"科学 防疫 区分 感冒 流感 新型 冠状病毒 肺炎 人民日报 
"
1,"超美 看钱江 新城 灯光 这是 杭州 抗疫 宣言 浙江 新型 冠状病毒 肺炎 两天 杭州 钱塘江 南岸 市民 发现 钱江 新城 灯光 一段 抗疫 内容 短短 一分钟 杭州 抗疫 宣言 能量 满满 抗疫 灯光 秀加 播放 两场 新春 灯光 展示 内容 疫情 防控 人人有责 众志成城 战胜 疫情 内防 感染 防扩散 一句句 宣言 简短 笃定 坚定 战胜 疫情 信心 小时 视频 小时 视频 视频 收起 全文 
"
-1,"一年 鼠年 武汉 军运会 武汉 备受 关注 新型 冠状病毒 一线 城市 武汉 封城 没想到 一月 面貌 重启 电脑 手机 发生 事情 后悔药 也许 未来 更好 面对 埋怨 揪出来 错误 收起 全文 
"
0,"新型 冠状病毒 科普知识 五十四 一线 医护人员 缓解 心理压力 新型 冠状病毒 科普知识 五十四 一线 医护人员 缓解 心理压力 网页 链接 
"
-1,"中国 奋力 抗击 新型 冠状病毒 肺炎 疫情 美国商务部 罗斯 日前 公开 宣称 中国 疫情 有助于 加速 制造业 回流 美国 缺乏 道德感 话语 出自 一位 美国 部长 之口 令人 难以置信 同情心 起码 道德感 人类 标尺 罗斯 表态 自私自利 控制 思维 占据 价值观 冷血 外交 礼仪 顾不上 鲜活 生命 国家 发生 公共卫生 疫情 看成 美国 利益 优先 机遇 于情 于理 合适 包括 美国 人民 在内 国际 社会 愤怒 谴责 五谷杂粮 哪有 不生 灾疫 美国 发生 世卫 组织 国际 关注 突发 公共卫生 事件 美国 爆发 甲型 HN 流感 传染 多个 国家 地区 全球 导致 万人 死亡 美国 超过 万人 死亡 试想 美国 抗击 HN 流感 中国 高级官员 流感 有助于 疫情 无国界 新型 冠状病毒 肺炎 疫情 人类 敌人 世界 经济 实力 强大 国家 商务部长 罗斯 趁人之危 正视 肯定 中国政府 做出 努力 世卫 组织 总干事 声明 所说 全球 中国政府 控制 疫情 蔓延 努力 尊重 感谢 中国政府 下定决心 责任 忍受 经济 面临 冲击 短期 代价 应对 疫情 世界 将会 遭遇 更大 动荡 中国 这般 全人类 高度负责 态度 严厉 手段 制造业 回流 美国 疫情 早早 美国 安阳 收起 全文 
"
0,"新型 冠状病毒 肺炎 问答 凤凰网 资讯 凤凰网 新型 冠状病毒 肺炎 问答 
"
1,"抗击 新型 肺炎 企业 公益 疫情 无情 有情 封城 封省 封心 新型 冠状病毒 蔓延 牵动 千千万万 人之心 疫情 防控 现已 攻坚 阶段 触漫 奉献 绵薄之力 捐款 助力 抗疫 广州 梦映 动漫 网络科技 有限公司 触漫 湖北省 黄石市 慈善 总会 捐款 万元 用于 采购 医疗 急需 物资 提供 抗疫 防疫 支援 官方 防控 漫画 上线 触漫 广州市 海珠区 政府 携手 合作 联合 作者 大触 推出 官方 疫情 防控 漫画 科普 防控 知识 诞生 逆行 天使 武汉 加油 武汉 能量 作品 漫画 观看 地址 http tcn APpV 联合 千万 画师 用户 征集 加油 海报 触漫 号召 知名 画师 参与 手绘 漫画作品 征集 以笔 抗击 疫情 后续 开启 UGC 漫画作品 征集 动员 全体 触漫 用户 创作 武汉 加油 触漫 持续 关注 努力 支援前线 医护人员 同呼吸 共命运 众志成城 共抗 疫情 收起 全文 
"
0,"分享 新型 冠状病毒 科普知识 五十二 外出 网页 链接 
"
-1,"自然 人文 世界 探索 这次 武汉 新型 冠状病毒 肺炎 爆发 蔓延 中国 经济 蒙受 重大损失 处于 敏感时期 房市 影响 青岛 房价 会长 Auther 吴衷君 
"
0,"祈祷 好消息 祈祷 疫情 搜退 新型 冠状病毒 肺炎 山东 疫情 地图 一览 网页 链接 
"
-1,"新型 冠状病毒 口罩 米线 阻断 病毒传播 降低 传染 风险 战役 中国 加油 武汉 加油 
"
-1,"疫情 防控 春运 气象 服务 专报 第期 雨雪 天气 影响 路段 防范 道路 积雪 结冰 不利 影响 正值 春运期间 迎来 旅游 客运 过节 返乡 高峰期 交通流量 增多 司机 朋友 需谨慎 驾驶 正值 新型 冠状病毒 肺炎 防疫 关键时期 近期 雨雪 天气 地面 湿滑 能见度 下降 天气状况 交通运输 影响 防范 陕西省 卫健委 提醒 做好 新型 冠状病毒 肺炎 预防 勤洗手 口罩 通风 聚集 熟肉 野味 陕西省 卫健委致 武汉 往返 同胞们 武汉 陕返 接触 人员 主动 居家 隔离 发热 口罩 就医 主动 社区 报备 发热 咳嗽 症状 戴好 口罩 全省 定点医院 发热 门诊 就医 出行 乘坐 公共 交通工具 就诊 主动 告知 武汉 旅居 随时 拨打 热线 抗击 疫情 小时 收起 全文 
"
1,"抑制 并不等于 预防 治疗 特别 提醒 抢购 自行 服用 双黄连 口服液 新华社 记者 中国科学院 上海 药物 获悉 该所 武汉 病毒 联合 研究 初步 发现 中成药 双黄连 口服液 可抑制 新型 冠状病毒 发现 初步 研究 该药 上海 公共卫生 临床 中心 华中科技大学 附属 同济 医院 临床 研究 病人 还要 实验 特别 提醒 世界卫生组织 目前为止 用于 预防 治疗 新型 冠状病毒 药物 特定 治疗 方法 研究 临床试验 测试 提醒 普通人 自行 服用 双黄连 口服液 中医中药 脱离 辨证论治 准确 治病 医嘱 阻击 疫情 三湘 收起 全文 
"
0,"新型 冠状病毒 公司 加班 两天 一个 一次性 口罩 
"
-1,"出门 晒太阳 杀死 新型 冠状病毒 答案 出门 晒太阳 杀死 新型 冠状病毒 答案 
"
1,"美国 研发 新药 伦地西 韦可 治疗 新型 冠状病毒 肺炎 该药 未上市 我国 卫生部门 合作 
"
1,"四川 发布 重磅 通知 行业 企业 自行决定 复工 复产 时间 四川省人民政府 办公厅 新型 冠状病毒 感染 肺炎 疫情 防控 期间 企业 灵活 安排 工作 通知 川办 各市 人民政府 省政府 部门 直属机构 新型 冠状病毒 感染 肺炎 疫情 防控 工作 减少 人员 聚集 阻断 疫情 传播 更好 保障 人民 群众 生命安全 身体健康 应对 新型 冠状病毒 感染 肺炎 疫情 应急 指挥部 公告 省政府 同意 现将 事项 通知 全省 行政区域 疫情 防控 必需 药品 防护用品 医疗器械 相关 原辅材料 生产 运输 销售 行业 保障 城市 运行 企业 生产 必需 供水 供电 油气 通讯 市政 市内 公共交通 行业 群众 生活必需 超市 卖场 食品 生产 供应 物流配送 物业 行业 重点项目 建设 施工 涉及 国计民生 相关 企业 防护 措施 保证 企业 生产 营业 省内 各类 企业 疫情 防控 情况 企业 严密 防护 措施 确保 员工 健康 前提 灵活 安排 自行决定 复工 复产 时间 有序 组织 复工 复产 鼓励 企业 安排 职工 电话 网络 灵活 方式 在家 上班 工作 具备条件 安排 职工 在家 上班 企业 安排 职工 工作 错时 弹性 灵活 方式 工作 全省 企业 职工 出差 探亲访友 回乡 湖北 地区 严格遵守 湖北 地区 当地政府 疫情 防控 措施 违反规定 擅自 离开 湖北 地区 来自 湖北 疫情 重点 地区 员工 一律 落实 医学观察 居家 自我 隔离 措施 解除 医学观察 安排 复工 所在单位 报告 相关 信息 各类 企业 务必 落实 疫情 防控 各项措施 做好 检疫 查验 员工 健康 防护 发生 疫情 各市 人民政府 所属 部门 单位 切实落实 通知 强化 主体 责任 法律法规 突发 公共卫生 事件 响应 机制 企业 防疫 工作 指导 监督 做好 检疫 查验 员工 健康 防护 报告 相关 信息 各项 防控 服务 保障 措施 落细落 落实 到位 确保 社会 平稳 有序 四川省人民政府 办公厅 年月日 绵阳 地点 新型 冠状病毒 感染 肺炎 ## 新型 冠状病毒 收起 全文 
"
1,"公布 提示 春节 期间 路况 播报 古蔺 辖区 内国省 城市道路 通行 交通秩序 疫情 管控 实施 通行 路段 执行 过境 高速路 江习 叙古段 通行 平安 春运 交警 同行 ## 万众一心 打赢 疫情 防控 阻击战 正值 新型 冠状病毒 防控 关键时期 截止 我县 交通 出行 信息 调整 带来 不便 请谅解 省际 客运 班线 停运 市际 客运 班线 古蔺 泸州 客运 班线 班次 运行 古蔺 各乡镇 农村 客运 班线 班次 运行 乡镇 叙永 泸州 班线 停运 公交车 城镇 公交 保留 运行 出租车 保留 运行 网约车 停运 温馨 提示 旅客 朋友 出行 微信 公众 古蔺县 西区 客运站 关注 每日 客运 班线 车辆 发班 最新 情况 交警 平安 古蔺 泸州 交通广播 古蔺 郎网 古蔺 同乡会 古蔺县 媒体 中心 信燃 遇见 古蔺 泸州 古蔺县 泸州 古蔺县 收起 全文 
"
0,"武汉 加油 中国 加油 抗击 新型 冠状病毒 肺炎 全民 总功员 
"
-1,"最新 疫情 地图 疾控 专家 新型 肺炎 防控 居家 隔离 空调 用过 东西 新型 肺炎 疫情 防控 密切接触 居家 隔离 一环 江苏省 卫健委 新型 冠状病毒 肺炎 防治 专家 组成员 疾控中心 急传 所长 主任医师 鲍倡俊 对此 作出 解读 居家 隔离 对象 独立 居住 尽量避免 家庭 成员 接触 房间 通风 重叠 活动 区域 消毒 隔离 对象 空调 房间 空调 连通 取暖器 取代 空调 隔离 观察 对象 自觉 隔离 期间 原则上 外出 测体温 至少 两次 上午 下午 至少 各测 隔离 对象 用过 家里 物体 表面 门把手 台面 台盆 开关 面板 餐桌 坐便器 表面 消毒 餐具 消毒 煮沸 煮沸 分钟 接受 隔离 观察 人员 外出 一次性 外科 口罩 口罩 摘掉 丢弃 手部 清洗 消毒 隔离 期间 生活 垃圾 先要 消毒液 喷洒 再用 塑料袋 捆扎 投放 垃圾箱 直播 视频 收起 全文 
"
-1,"双黄连 可抑制 新型 冠状病毒 ## 新型 冠状病毒 感染 肺炎 盲目 跟风 双黄连 可抑制 新型 冠状病毒 参与 抢购 
"
-1,"战胜 新型 冠状病毒 宁夏 禁止 活禽 销售 严厉打击 非法 贩运 售卖 各类 野生动物 网页 链接 
"
-1,"因新 冠状病毒 影响 LDL 联赛 延迟 开赛 时间 未定 LDL 春季 开赛 时间 新型 冠状病毒 影响 开赛 时间 延后 上海 政策 复工 时间 应不早 时前 预计 至少 开赛 时间 未确定 
"
0,"新型 冠状病毒 科普知识 四十九 疾病 流行 地区 居住 旅行 人员 新型 冠状病毒 科普知识 四十九 疾病 流行 地区 居住 旅行 人员 
"
1,"杭州 爸爸 万元 口罩 杭州 日报 公示 杭州 红十字会 此次 新型 冠状病毒 肺炎 捐赠 物资 明细 保姆 纵火案 网友 熟知 林生斌 老婆 孩子 天堂 捐出 单价 口罩 总价值 这一 举动 网上 刷屏 网友 感动 世界 以痛 报之以 中国 新闻网 收起 全文 
"
0,"看点 快报 武汉 不明 原因 肺炎 原因 查明 专家 解读 新型 冠状病毒 网页 链接 
"
-1,"双黄连 可抑制 新型 冠状病毒 ## 新型 冠状病毒 感染 肺炎 跟风 幼稚 双黄连 可抑制 新型 冠状病毒 参与 抢购 
"
1,"专注 放在 新型 冠状病毒 肺炎 忽略 二月 初始 一月 安好 
"
0,"这场 硝烟 战争 局外人 农历 庚子 鼠年 新型 冠状病毒 侵袭 春节 注定 寻常 这场 逆行 勇往直前 前线 平安 凯旋 武汉 加油 中国 加油 众志成城 疫情 ## 最新 疫情 地图 小央 视频 视频 
"
0,"分享 新型 冠状病毒 科普知识 五十一 公共场所 网页 链接 
"
1,"专家 新型 冠状病毒 潜伏期 典型 症状 具备 传染性 网页 链接 
"
1,"一个 朋友 特别 二流 小报 一流 带货 能力 公信力 双黄连 可抑制 新型 冠状病毒 LHello 不负 此生 微博 视频 
"
1,"责任感 企业 家家 悦人 抗击 疫情 家家 集团 新冠 肺炎 疫情 防控 工作 捐款 万元 助力 新型 冠状病毒 肺炎 疫情 防控 工作 家家 集团 威海市 慈善 总会 捐款 万元 用于 威海市 山东省 疫情 防控 工作 大型 商业 零售 企业 家家 集团 承担 社会 责任 平抑 物价 保障 供应 人力物力 财力 加大 生活必需品 采购 力度 保证 市民 菜篮子 米袋子 充足 通风 消毒 创造 安心 购物 环境 减免 公司 购物中心 百货店 合作 商户 租金 物业费 共度 时艰 后续 家家 关注 疫情 进展 做好 保障 供应 打赢 疫情 防控 阻击战 家家 集团股份 有限公司 微博 视频 收起 全文 
"
-1,"郑爽 有没有 整理 过戏 诞生 爽姐 参加 事件 始末 告知 新冠 肺炎 疫情 事要 微信 爆料 两家 明明 对方 唱独角戏 回复 郑爽 不愿 台词 拖累 某某某 郑爽 笑场 拖累 某某某 言论 恶心 澄清 
"
