时间,博文id,用户,用户id,评论,转发,点赞,博文,情感分数
2020年01月09日 04:27,4458678570345861,风智曦,7019081867,0,0,0,"
                    韩国出现“不明原因肺炎”疑似病例，中国籍 O网页链接 ​                ",-1
2020年01月09日 09:59,4458762120891895,向一IIR郎GC康决求雷馨,1644441222,1,1,1,"
                    新的冠状病毒WURS病原检出，与SARS 、MERS冠状病毒一如同袍，可引起严重的呼吸系统疾病       就武汉不明原因的病毒性肺炎疫情病原学鉴定问题，记者了解到，截至2020年1月7日21时，实验室检出一种新型冠状病毒，获得该病毒的全基因组序列，经核酸检测检出新型冠状病毒阳性结果15例，从1例阳性样本分离出该病毒，电镜下呈现典型冠状病毒形态。　　专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。　　组织实验室采用基因组测序、核酸检测、病毒分离等方法，具体包括肺泡灌洗液、咽拭子、血液样本等。专家组表示，确认引起某流行性疾病的病原，通常要满足以下几点：　　（1）可疑病原须在病人中均有发现，在病人临床样本中可检测到病原核酸；　　（2）从病人临床样本中可成功分离到病原；　　（3）分离的病原感染宿主动物后可引起相同的疾病症状。而病人恢复期血清中该病原的抗体滴度有4倍升高，可帮助确定病原。       从病人中发现病原的核酸、基因组和抗体证据，短期内可以完成。病原的分离和致病性鉴定等科学研究，则需要数周时间。针对一种新发病原体的特效药物和疫苗研发可能需要数年时间来完成。专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒，下一步需结合病原学研究、流行病学调查和临床表现进行专家研判。　　冠状病毒是一类主要引起呼吸道、肠道疾病的病原体。形似冠状的病毒除人类以外，还可感染猪牛猫犬貂、骆驼蝙蝠老鼠刺猬等以及多种鸟类。目前为止，已知的人类冠状病毒共有六种。其中四种在人群中常见致病性较低，一般仅引起类似感冒轻微呼吸道症状。另外两种冠状病毒——严重急性呼吸综合征冠状病毒和中东呼吸综合征冠状病毒SARS冠状病毒和MERS冠状病毒，可引起严重的呼吸系统疾病。此次疫情新发现的冠状病毒不同于已发现的人类冠状病毒，需要深入了解研究。（转自：央视记者 史迎春） 收起全文d
                ",19.0
2020年01月09日 09:59,4458762053851095,健康养生-老杨,2292048583,143,168,281,"
                    科普：一段视频了解病毒是如何进入人体并繁殖的。#武汉不明原因肺炎病原体为新型冠状病毒# #武汉8名不明原因病毒性肺炎患者已出院#  L健康养生-老杨的微博视频 ​                ",0
2020年01月09日 09:59,4458762021017553,文化小工匠,1922214993,0,0,1,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。（央视记者史迎春） 收起全文d
                ",0
2020年01月09日 09:58,4458761898835714,biubiu桃豹,5856676007,0,0,0,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#希望大家都注意卫生，平平安安！！希望患者早日痊愈，家人团聚！ ​                ",3
2020年01月09日 09:58,4458761798614296,莫媚匪狐,2611451253,0,0,1,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#sars的近亲？这有点可怕了 ​                ",-1.5
2020年01月09日 09:58,4458761764923147,买家张俊,2661992301,18,6,136,"
                    #武汉不明原因肺炎病原体为新型冠状病毒# 昨晚看到8名患者治愈出院的新闻，很多人还担心没有查明原因，结果今天早上我在汽车广播里就听到了，病原体是一种新型冠状病毒。#武汉8名不明原因病毒性肺炎患者已出院# 简单来说就是，1、虽然也是冠状病毒，但不是非典；2、能治，已有多人治愈出院。这真的是一个好消息，不但那些患者能从隔离区回家过年，我们武汉人民也能安心过个好年了。 2武汉 收起全文d
                ",2.0
2020年01月09日 09:58,4458761730698352,丝绸社区刘霞,7201653061,0,0,0,"
                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 ​                ",-3
2020年01月09日 09:58,4458761684683564,北部湾在线,2108118305,0,0,0,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。（via.央视新闻） 收起全文d
                ",0
2020年01月09日 09:57,4458761630250963,BU喝奶茶了,2279694750,0,0,6,"
                    #武汉不明原因肺炎病原体为新型冠状病毒# 尽快查明 然后科普下如何预防吧 大家都要注意身体啊 ​                ",0
2020年01月09日 09:57,4458761626133542,森森有只羊,5153127321,0,0,0,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#终于查出来了！希望能尽快出防治策略！ ​                ",0
2020年01月09日 09:57,4458761617962122,视角志,5597141810,0,0,0,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。 收起全文d
                ",0
2020年01月09日 09:57,4458761575560086,江西晨报,1968407017,0,0,0,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。冠状病毒是一类主要引起呼吸道、肠道疾病的病原体。这类病毒颗粒的表面有许多规则排列的突起，整个病毒颗粒就像一顶帝王的皇冠，因此得名。目前为止，已知的人类冠状病毒共有六种，其中四种在人群中较为常见，致病性较低；另外两种，就是我们简称的SARS冠状病毒和MERS冠状病毒。引起此次疫情的新型冠状病毒不同于已发现的六种，对该病毒的深入了解需要进一步科学研究。（央视新闻） 收起全文d
                ",-1.0
2020年01月09日 09:57,4458761563527108,魏永东先生,5692882537,1,0,0,"
                    #武汉8名不明原因肺炎患者治愈出院#事实可能是这样但是跟这次肯定没关系如果你不在武汉也只接触过海鲜的话并且肺炎跟海鲜没有什么关系的好吧无论是什么肺炎。 ​                ",1.0
2020年01月09日 09:57,4458761446386745,素问轩-中医,6852495791,0,1,0,"
                    不明原因的肺炎究竟是什么？和现在肆虐的流感有什么关系？古人又是怎么应对的呢？一起来看看 #中医# #流感# #肺炎# #武汉肺炎# O气温跳水、流感升级、武汉不明肺炎：寒热湿邪错杂，三招应对！ ​                ",-1
2020年01月09日 09:57,4458761433630964,感恩上天把你赐给了我,5479536218,0,0,0,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#这说明现在的科技手段太发达了，这么短的时间能分离出病毒并得出结论，确实很不错。相关部门的防患措施也很到位，这次比以前进步了不是一点，而是一大截。 ​                ",9.0
2020年01月09日 09:57,4458761403970060,冷笑话精选录,1757596065,1,5,8,"
                    #武汉不明原因肺炎病原体为新型冠状病毒# 显微镜下观察白细胞追杀病毒，真的很敬业！  L冷笑话精选录的微博视频 ​                ",-5.0
2020年01月09日 09:56,4458761240441695,中国气象数据,5632570931,1,0,2,"
                    未来三天具体预报1月9日08时至10日08时，新疆北部山区和沿天山一带、青藏高原大部、西北地区中东部、江汉北部、黄淮西北部等地的部分地区有小到中雪或雨夹雪，其中，西藏南部、青海南部等地的部分地区有大雪（5～9毫米）。黄淮南部、江淮、江汉南部、江南北部和西部、西南地区东部、华南中北部等地的部分地区有小到中雨，局地有大雨（25～45毫米）。内蒙古中东部、辽东半岛、山东半岛等地的部分地区有4～5级风。1月10日08时至11日08时，新疆北部山区和沿天山一带、黑龙江西北部、内蒙古东北部、西北地区东部、西藏东部、华北西南部、江汉西部等地的部分地区有小到中雪或雨夹雪。江淮南部、江汉南部、江南中北部和西部、西南地区东部、华南西北部等地的部分地区有中雨，安徽南部、湖南西部、贵州东南部等地局地有大雨（25～35毫米）。内蒙古中东部、江南东部有4～6级风。1月11日08时至12日08时，新疆北部山区、甘肃西部、山西南部、山东南部等#小据天气播报# #武汉不明原因肺炎病原体为新型冠状病毒# 收起全文d
                ",1
2020年01月09日 09:56,4458761164721307,健康卫视,2232993991,0,1,0,"
                    #武汉不明原因肺炎病原体为新型冠状病毒# 据央视，就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，记者今天从病原检测结果初步评估专家组了解到，截至2020年1月7日21时，实验室检出一种新型冠状病毒，获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本不明原因的病毒性肺炎病例的病原体初步判定为#新型冠状病毒#。下一步需结合病原学研究、流行病学调查和临床表现进行专家研判 收起全文d
                ",5
2020年01月09日 09:55,4458761139385329,澳門機場虛擬候機樓V-Terminal,5497146960,0,0,0,"
                    《澳門：海陸空口岸嚴防疫》 本澳應對武漢不明原因肺炎預警級別現為三級“較重”，屬中度風險。特區政府跨部門工作小組密切注視疫情發展。成員之一的旅遊局及衛生局藉此加強合作，今日將為酒店及旅行社業界等前線人員舉行講解會，講授注意事項及應對措施；衛生局加派人手於海陸空各口岸探熱及作體溫篩查，嚴防不明肺炎侵襲本澳。 O澳門：海陸空口岸嚴防疫 收起全文d
                ",1
2020年01月09日 09:55,4458761093465906,妙伴健康管家,5984644289,1,1,0,"
                    #武汉不明原因肺炎病原体为新型冠状病毒# 小乐提醒您，尽量少去人多的公共场合，出门戴口罩，同时要注意手的清洁，如接触公用设备，电梯扶手后，需及时洗手。 ​                ",6.0
2020年01月09日 09:55,4458761013433446,南京十八频道,1672238845,0,0,0,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态！ 收起全文d
                ",0
2020年01月09日 09:55,4458760933766656,王一博爱云朵,5934611096,3,0,2,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#请科普下如何预防谢谢！你不是在武汉吗？你给我注意点啊带口罩😷 @爱你的fy ​                ",0
2020年01月09日 09:54,4458760766765882,影探君,5884909607,8,10,37,"
                    病毒不可怕，可怕的是不公开人们的猜疑引发恐慌。现在病原体也查明了，消息也及时公布了，也就是这么一会儿事。可别自己没事吓自己 ​#武汉不明原因肺炎病原体为新型冠状病毒# L电影精典的微博视频 ​                ",-5
2020年01月09日 09:54,4458760682942214,财经新媒体,2660807713,1,2,1,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒# 】@央视新闻 记者从病原检测结果初步评估专家组了解到，截至2020年1月7日21时，实验室检出一种新型冠状病毒，获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。O网页链接 收起全文d
                ",5
2020年01月09日 09:53,4458760544125556,黑龙江-粮贩子,1876189657,0,4,6,"
                    武汉不明原因的病毒性肺炎疫情病原学鉴定传来重要进展。据央视网报道，截至1月7日21时，实验室检出一种新型冠状病毒，获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。病原检测结果初步评估专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。组织实验室采用基因组测序、核酸检测、病毒分离等方法对病人的肺泡灌洗液、咽拭子、血液等样本进行病原学检测。专家组表示，确认引起某流行性疾病的病原，通常要满足以下几点：可疑病原须在病人中均有发现，在病人临床样本中可检测到病原核酸；从病人临床样本中可成功分离到病原；分离的病原感染宿主动物后可引起相同的疾病症状。而病人恢复期血清中该病原的抗体滴度有4倍升高，可帮助确定病原。从病人中发现病原的核酸、基因组和抗体证据，短期内可以完成。病原的分离和致病性鉴定等科学研究，则需要数周时间。针对一种新发病原体的特效药物和疫苗研发可能需要数年时间来完成。专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒，下一步需结合病原学研究、流行病学调查和临床表现进行专家研判。冠状病毒是一类主要引起呼吸道、肠道疾病的病原体，于1937年首次从鸡身上分离得到。1965年，科学家从普通感冒病人鼻洗液中分离出第一株人的冠状病毒。这类病毒颗粒的表面有许多规则排列的突起，整个病毒颗粒形同皇冠，因此得名“冠状病毒”。冠状病毒只感染人、鼠、猪、猫、犬、禽类脊椎动物。冠状病毒科包含α、β、γ和δ属的近20种病毒，其中已知能感染人体的冠状病毒共有6种。其中，4种冠状病毒在人群中较为常见，致病性较低，一般仅引起类似普通感冒的轻微呼吸道症状。另外两种冠状病毒——严重急性呼吸综合征（SARS）冠状病毒和中东呼吸综合征（MERS）冠状病毒可引起严重的呼吸系统疾病。引起此次疫情的新型冠状病毒不同于已发现的人类冠状病毒，对该病毒的深入了解需要进一步科学研究。 L黑龙江-粮贩子的微博视频 收起全文d
                ",15.0
2020年01月09日 09:53,4458760531510346,童年村头小河,1956931350,0,0,0,"
                    武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒O武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒  分享自大小新闻客户端 ​                ",-2
2020年01月09日 09:53,4458760514411447,乐享微医,6525995405,0,0,1,"
                    #武汉不明原因肺炎病原体为新型冠状病毒# #武汉8名不明原因肺炎患者治愈出院# 悬着的一颗心终于落下了，平安就好。另外，就武汉不明原因的病毒性肺炎疫情病原学鉴定，专家组认为，本次病毒性肺炎病例的病原体初步判断为新型冠状病毒，对该病毒的防治还需进一步研究。冠状病毒是一类主要引起呼吸道、肠道疾病的病原体，可以感染人、猪、牛、猫、犬、貂、骆驼、蝙蝠、老鼠等多种哺乳动物以及鸟类。日常防范可参照预防呼吸道感染疾病措施：如保暖、洗手、通风、勿过度疲劳及勿接触病人，少去人多的公共场所等。 收起全文d
                ",-3.0
2020年01月09日 09:53,4458760485240808,葛林-联创世华,2385373797,0,0,0,"
                    【武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，记者今天从病原检测结果初步评估专家组了解到，截至2020年1月7日21时，实验室检出一种新型冠状病毒，获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。 （央视） 收起全文d
                ",3
2020年01月09日 09:53,4458760451856360,群众新闻网,3019319754,0,0,0,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。O网页链接 收起全文d
                ",0
2020年01月09日 09:53,4458760447378428,明喆集团,6307291717,0,0,0,"
                    #武汉发现不明原因肺炎# 武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒O武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒 ​                ",-3
2020年01月09日 09:53,4458760401369726,老怪中国blog,3996792112,0,0,2,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#请普及如何预防和防止传染。 ​                ",0
2020年01月09日 09:52,4458760384978676,猪猪虾锦鲤,6986422741,0,0,0,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#还好控制了 ​                ",-1
2020年01月09日 09:52,4458760367721364,春雨医生,1893826915,3,19,17,"
                    #武汉不明原因肺炎病原体为新型冠状病毒# 【冠状病毒是种什么病毒？】冠状病毒是自然界中广泛存在的一大类家族，人和多种动物易感。经典人冠状病毒229E(HCoV-229E)与人冠状病毒OC43(HCoV-OC43)的病毒特性与对人类致病性基本类似，均可致幼儿、免疫功能低下者和老年人感染，已在全球蔓延。几乎100%的儿童在幼年早期均感染过，主要表现为自限性上呼吸道感染及肠道感染，如普通感冒及胃肠炎等。直到2003年以前，在人体内发现的冠状病毒才两种。一个被称做“HCoV-229E”，另一个叫“HCoV-OC43”，这两种病毒都比较“温顺”，顶多会导致轻微的呼吸道疾病。2003年，SARS的出现，改变了人们对冠状病毒的看法。当时被称为“新型冠状病毒”的SARS-CoV，在极短的时间内，传播到全球30多个国家，导致800多人死亡。SARS之后，又相继有两种冠状病毒在人体中被发现，HCoV-NL63和HCoV-HKU1。截至2012年，在人体内共发现6种冠状病毒，第6种于2012年在中东地区发现。2012年9月24日，WHO报告称，在中东地区从一个患有急性呼吸道疾病的病人身上发现了一种新的SARS样冠状病毒，病人的临床表现为急性呼吸道感染和肾功能衰竭，致死率极高。目前，全球已发现感染该病毒的病例15例，其中9人死亡。因全球卫生防控及时，该病毒未造成大范围流行。O最新发布！武汉不明原因肺炎排除SARS病原 收起全文d
                ",3.0
2020年01月09日 09:52,4458760317507577,打里边出来一个人,1503261332,7,2,11,"
                    #武汉不明原因肺炎病原体为新型冠状病毒# 官方报道的（图一）我妈看到的（图二） ​                ",-1
2020年01月09日 09:52,4458760233637387,茜宝中个一千万,3335984734,0,0,1,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#保佑平安治疗 ​                ",1
2020年01月09日 09:52,4458760149532075,风中的凤疯,5887206147,0,0,0,"
                    指数高开高走，昨日跟着低吸的 今天冲高有差价可出,股市没有天天涨的，小孩也没有天天哭的，给你低吸的机会你不中用啊，昨天在3057点附近低吸的朋友 可以：低吸的高抛，不贪。 目前的地缘局势还不稳定今日看盘 @微博股票 #武汉不明原因肺炎病原体为新型冠状病毒# ​                ",-5.0
2020年01月09日 09:52,4458760141356577,川报攀西新闻,3982531008,0,0,0,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。@央视新闻 收起全文d
                ",0
2020年01月09日 09:51,4458760115881199,w汐墨w,5493953880,0,0,0,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#还真是新型病毒哇，希望能早日解决吧！最近嗓子不舒服总提心吊胆的 ​                ",1.0
2020年01月09日 09:51,4458760086698174,湖北省妇联,6321876049,0,0,0,"
                    【#武汉8名不明原因肺炎患者治愈出院#】据武汉市卫生健康委：1月8日，武汉市8名不明原因的病毒性肺炎患者治愈出院。8名患者之前在武汉相关医院诊治，后均集中收治在武汉市金银潭医院。经医疗机构诊疗救治，已连续多日无发热、肺炎等临床表现。临床专家诊断后，认为符合出院标准，可以出院。（央视） ​L新京报我们视频的秒拍视频 收起全文d
                ",5
2020年01月09日 09:51,4458760044852065,Shy哥的PalmAngels,6903161064,0,0,0,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#希望事情好起来，只是惊吓一场就好 ​                ",1
2020年01月09日 09:51,4458760027806571,hven李,2175265395,0,0,3,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#之前听到病人治愈出院，现在研究又取得重大进展，接连的好消息令人欣喜又心安。相较于非典，我们真的进步了很多。相信不能将我们彻底打倒的，只会让我们变得更好！ ​                ",0
2020年01月09日 09:51,4458760007034255,马黎明先生,3312353421,0,0,0,"
                    【新型冠状病毒！武汉不明原因肺炎“元凶”初步判定】  O网页链接 ​                ",-1
2020年01月09日 09:51,4458759994634079,芷宁棕榈,1415740533,0,0,5,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#据说已获得该病毒的全基因组序列，感觉有些放心了…… ​                ",1.5
2020年01月09日 09:51,4458759960773069,咪咕头条资讯,6077299654,0,0,1,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒# 已有患者治愈出院】武汉的不明原因肺炎病毒引发全网关注，目前，造谣是非典的相关人员，已经被处理，同时已经有患者治愈出院。研究人员获得了，该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人a href=""http://t.cn/AisCXGcD"" target=""_blank"">L最新进展！武汉不明原因肺炎病原体为新型冠状病毒 收起全文d
                ",0
2020年01月09日 09:51,4458759952573760,美国侨报网,1823184085,0,4,4,"
                    #武汉不明原因肺炎病原体为新型冠状病毒# 【初步判定！武汉不明原因肺炎病原体为新型冠状病毒】就武汉不明原因病毒性肺炎疫情病原学鉴定进展问题，病原检测结果初步评估专家组表示，截至北京时间7日21时，实验室检出一种新型冠状病毒，获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。O网页链接 收起全文d
                ",-1
2020年01月09日 09:51,4458759919174236,不会说人话的猫,5531187216,0,0,0,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#真的是哪里都能见到一群牧洋狗，怎么今天不忙着帮你美爹洗了在这里带节奏 ​                ",1
2020年01月09日 09:51,4458759902914172,大魔王紫星,1399762784,0,0,0,"
                    #武汉不明原因肺炎病原体为新型冠状病毒# ​                ",-1
2020年01月09日 09:50,4458759881311296,武侯发布,1964974191,2,10,4,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。（央视新闻） 收起全文d
                ",0
2020年01月09日 09:50,4458759780380401,河南法制报,1479040710,1,4,0,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。（央视新闻）⑦ 收起全文d
                ",0
2020年01月09日 09:50,4458759772187198,中国交通广播,2789194754,0,2,3,"
                    11点 锁定 FM99.6 @国家应急广播 高速加油站【天气便利店】2020年第二轮雨雪天气过程今天拉开帷幕【突发应急资讯全媒体扫描】武汉不明原因病毒性肺炎疫情病原体初步判定为新型冠状病毒【警法最前线】忽视路口让行标志，越野车撞翻小货车 ​                ",-3.0
2020年01月09日 09:50,4458759768261270,文立邦小洛依,3216434562,0,0,0,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#太牛逼了，已经想到了对策，一定要加油呀 ​                ",1
2020年01月09日 09:49,4458759625230452,临汾汇,2483274273,0,0,1,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。 收起全文d
                ",0
2020年01月09日 09:49,4458759621034338,多彩贵州网,1960601312,0,0,2,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。（央视记者史迎春） 收起全文d
                ",0
2020年01月09日 09:49,4458759558192253,安徽城市之声,2253688924,0,0,0,"
                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。（央视记者史迎春） 收起全文d
                ",0
2020年01月09日 09:49,4458759520796858,围脖摘要,1696285514,1,4,0,"
                    【武汉不明原因的病毒性肺炎疫情病原体初步判定为#新型冠状病毒#】1月9日，记者从病原检测结果初步评估专家组了解到，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。目前为止，已知的人类冠状病毒共有六种。其中四种冠状病毒在人群中较为常见，致病性较低，另外两种冠状病毒为严重急性呼吸综合征冠状病毒和中东呼吸综合征冠状病毒，也就是我们简称的SARS冠状病毒和MERS冠状病毒。『武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒』O武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒 收起全文d
                ",-3.0
2020年01月09日 09:49,4458759436444911,海贝妈,1897215183,0,0,1,"
                    #武汉不明原因肺炎病原体为新型冠状病毒#查出来就好，求尽快发出预防方案，让孩子们远离病毒感染！特别是低层收入家庭，父母们不得不从事较为粗糙的劳动工作，预防家庭感染尤其重要！ 2重庆 ​                ",0.0
2020年01月09日 09:49,4458759424780243,网信甘孜,7211277988,0,0,0,"
                    #武汉发现不明原因肺炎# 就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，记者今天从病原检测结果初步评估专家组了解到，截至2020年1月7日21时，实验室检出一种新型冠状病毒，获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。　　专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。　　组织实验室采用基因组测序、核酸检测、病毒分离等方法对病人的肺泡灌洗液、咽拭子、血液等样本进行病原学检测。　　专家组表示，确认引起某流行性疾病的病原，通常要满足以下几点：　　（1）可疑病原须在病人中均有发现，在病人临床样本中可检测到病原核酸；　　（2）从病人临床样本中可成功分离到病原；　　（3）分离的病原感染宿主动物后可引起相同的疾病症状。而病人恢复期血清中该病原的抗体滴度有4倍升高，可帮助确定病原。　　从病人中发现病原的核酸、基因组和抗体证据，短期内可以完成。病原的分离和致病性鉴定等科学研究，则需要数周时间。针对一种新发病原体的特效药物和疫苗研发可能需要数年时间来完成。专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒，下一步需结合病原学研究、流行病学调查和临床表现进行专家研判。　　冠状病毒是一类主要引起呼吸道、肠道疾病的病原体。这类病毒颗粒的表面有许多规则排列的突起，整个病毒颗粒就像一顶帝王的皇冠，因此得名“冠状病毒”。冠状病毒除人类以外，还可感染猪、牛、猫、犬、貂、骆驼、蝙蝠、老鼠、刺猬等多种哺乳动物以及多种鸟类。目前为止，已知的人类冠状病毒共有六种。其中四种冠状病毒在人群中较为常见，致病性较低，一般仅引起类似普通感冒的轻微呼吸道症状。另外两种冠状病毒——严重急性呼吸综合征冠状病毒和中东呼吸综合征冠状病毒，也就是我们简称的SARS冠状病毒和MERS冠状病毒，可引起严重的呼吸系统疾病。引起此次疫情的新型冠状病毒不同于已发现的人类冠状病毒，对该病毒的深入了解需要进一步科学研究。来源：央视新闻 收起全文d
                ",17.0
